length,fold,representation,representation_label,n_features,macro_f1,accuracy
150,5,cpkm_weight_w050,CPKM weight=0.5,297,0.6628253640637541,0.6666666666666666
150,1,cpkm_weight_w075,CPKM weight=0.75,297,0.7948998079006545,0.7936507936507936
150,2,cpkm_weight_w075,CPKM weight=0.75,297,0.7407456528146183,0.7592592592592593
150,3,cpkm_weight_w075,CPKM weight=0.75,297,0.7573023860253563,0.7777777777777778
150,4,cpkm_weight_w075,CPKM weight=0.75,297,0.7312745437745439,0.7407407407407407
150,5,cpkm_weight_w075,CPKM weight=0.75,297,0.6901926316560463,0.7037037037037037
150,1,cpkm_weight_w100,CPKM weight=1,297,0.7797101449275363,0.7777777777777778
150,2,cpkm_weight_w100,CPKM weight=1,297,0.7129702479820498,0.7222222222222222
150,3,cpkm_weight_w100,CPKM weight=1,297,0.7329162066004171,0.7592592592592593
150,4,cpkm_weight_w100,CPKM weight=1,297,0.6916111618997866,0.7037037037037037
150,5,cpkm_weight_w100,CPKM weight=1,297,0.6742952630049404,0.6851851851851852
