family,parameter,k,pattern,canonical,add_property,length,condition,n,observed_vocab_size,paired_cosine_mean,paired_cosine_p05,l2_delta_mean,l2_delta_p95
canonical spaced,pattern=0-1-2-3,4,0-1-2-3,True,False,150,substitution_1pct,240,136,0.9838644012603778,0.9603626695195626,0.1570288498610489,0.28155756063922216
canonical spaced + property,pattern=0-1-2-3,4,0-1-2-3,True,True,150,substitution_1pct,240,147,0.9983120530374275,0.9958457601495674,0.05078721356635386,0.09115055708611619
canonical spaced,pattern=0-1-3-6,4,0-1-3-6,True,False,150,substitution_1pct,240,136,0.9826432055688189,0.9549294564126367,0.16252090884873666,0.3002343240257281
canonical spaced + property,pattern=0-1-3-6,4,0-1-3-6,True,True,150,substitution_1pct,240,147,0.9981861978820507,0.9952789361275909,0.052551705846282194,0.09717054307301497
canonical spaced,pattern=0-2-4-6,4,0-2-4-6,True,False,150,substitution_1pct,240,136,0.9826900738440848,0.9562776020839101,0.16201681587748804,0.2957106623507452
canonical spaced + property,pattern=0-2-4-6,4,0-2-4-6,True,True,150,substitution_1pct,240,147,0.998193275009393,0.9953070525814189,0.05238452346789537,0.09688077679812523
canonical spaced,pattern=0-2-5-7,4,0-2-5-7,True,False,150,substitution_1pct,240,136,0.9824593714132405,0.9554818332840446,0.1637332430398655,0.29838923403743
canonical spaced + property,pattern=0-2-5-7,4,0-2-5-7,True,True,150,substitution_1pct,240,147,0.9981688686828948,0.9950996222905365,0.05292606864874812,0.09899866402111814
canonical spaced,pattern=0-3-5-8,4,0-3-5-8,True,False,150,substitution_1pct,240,136,0.9820232451374149,0.9549615289188936,0.16577364954316737,0.30012802243157377
canonical spaced + property,pattern=0-3-5-8,4,0-3-5-8,True,True,150,substitution_1pct,240,147,0.9981244951018463,0.9953964562799706,0.05358162290538644,0.09595091878655854
