split,classifier,accuracy,macro_f1,length,local_mode,representation,representation_label,n_triplets,n_features,accuracy_std,macro_f1_std
holdout,logistic,1.0,1.0,62,right,p_msp,P+MSP,180,86,,
5fold_grouped_cv,logistic,0.9972222222222221,0.997221686282076,62,right,p_msp,P+MSP,180,86,0.005555555555555537,0.005556627435847972
holdout,logistic,1.0,1.0,62,right,ck4_p_msp,CK4P-MSP,180,222,,
5fold_grouped_cv,logistic,0.9944444444444445,0.994443372564152,62,right,ck4_p_msp,CK4P-MSP,180,222,0.006804138174397693,0.0068054509542886
holdout,logistic,0.9583333333333334,0.9582608695652174,63,center,ck4,CK4,180,136,,
5fold_grouped_cv,logistic,0.9638888888888889,0.9638400113307781,63,center,ck4,CK4,180,136,0.01111111111111111,0.011162514874940499
holdout,logistic,0.625,0.6249739565247587,63,center,p,P,180,11,,
5fold_grouped_cv,logistic,0.6666666666666667,0.665400825243902,63,center,p,P,180,11,0.05485671571703193,0.05519449339532636
holdout,logistic,0.9833333333333333,0.9833287024173382,63,center,msp,MSP,180,75,,
5fold_grouped_cv,logistic,0.9833333333333334,0.983314014635274,63,center,msp,MSP,180,75,0.016197088596792492,0.016222313124866064
holdout,logistic,0.95,0.949874686716792,63,center,ck4_p,CK4+P,180,147,,
5fold_grouped_cv,logistic,0.9694444444444444,0.9694192279216564,63,center,ck4_p,CK4+P,180,147,0.010393492741038724,0.010407572398803404
holdout,logistic,0.9916666666666667,0.9916660879227724,63,center,ck4_msp,CK4+MSP,180,211,,
5fold_grouped_cv,logistic,0.9944444444444445,0.994443372564152,63,center,ck4_msp,CK4+MSP,180,211,0.006804138174397694,0.0068054509542886
holdout,logistic,0.9833333333333333,0.9833287024173382,63,center,p_msp,P+MSP,180,86,,
5fold_grouped_cv,logistic,0.9833333333333334,0.983314014635274,63,center,p_msp,P+MSP,180,86,0.016197088596792492,0.016222313124866064
holdout,logistic,0.9916666666666667,0.9916660879227724,63,center,ck4_p_msp,CK4P-MSP,180,222,,
5fold_grouped_cv,logistic,0.9944444444444445,0.994443372564152,63,center,ck4_p_msp,CK4P-MSP,180,222,0.006804138174397694,0.0068054509542886
holdout,logistic,0.9833333333333333,0.9833333333333333,63,jittered,ck4,CK4,180,136,,
5fold_grouped_cv,logistic,0.9666666666666666,0.9665795078566791,63,jittered,ck4,CK4,180,136,0.02078698548207746,0.020907606628231667
holdout,logistic,0.5583333333333333,0.555834904672114,63,jittered,p,P,180,11,,
5fold_grouped_cv,logistic,0.5527777777777778,0.5495608316071371,63,jittered,p,P,180,11,0.06770032003863304,0.06494410358427898
holdout,logistic,0.95,0.9499861072520144,63,jittered,msp,MSP,180,75,,
5fold_grouped_cv,logistic,0.9388888888888889,0.9387513298349213,63,jittered,msp,MSP,180,75,0.020786985482077462,0.020830765374492348
holdout,logistic,0.9833333333333333,0.9833333333333333,63,jittered,ck4_p,CK4+P,180,147,,
5fold_grouped_cv,logistic,0.9666666666666668,0.9666022095543256,63,jittered,ck4_p,CK4+P,180,147,0.01666666666666669,0.01672578629682007
holdout,logistic,0.9916666666666667,0.9916660879227724,63,jittered,ck4_msp,CK4+MSP,180,211,,
5fold_grouped_cv,logistic,0.9888888888888889,0.9888835270043064,63,jittered,ck4_msp,CK4+MSP,180,211,0.010393492741038724,0.010400659235583802
holdout,logistic,0.9416666666666667,0.9416626154594069,63,jittered,p_msp,P+MSP,180,86,,
5fold_grouped_cv,logistic,0.9444444444444444,0.9444015319643502,63,jittered,p_msp,P+MSP,180,86,0.019641855032959663,0.01964564910694394
holdout,logistic,1.0,1.0,63,jittered,ck4_p_msp,CK4P-MSP,180,222,,
5fold_grouped_cv,logistic,0.986111111111111,0.9861052132863826,63,jittered,ck4_p_msp,CK4P-MSP,180,222,0.008784104611578835,0.008790888587498949
holdout,logistic,0.975,0.9749843652282677,63,left,ck4,CK4,180,136,,
5fold_grouped_cv,logistic,0.9777777777777779,0.9777541690754283,63,left,ck4,CK4,180,136,0.01416394309331329,0.014186894319585907
holdout,logistic,0.5666666666666667,0.5622895622895623,63,left,p,P,180,11,,
5fold_grouped_cv,logistic,0.5722222222222222,0.5708128202597748,63,left,p,P,180,11,0.02965855070008698,0.030378895329488054
holdout,logistic,1.0,1.0,63,left,msp,MSP,180,75,,
5fold_grouped_cv,logistic,0.9972222222222221,0.997221686282076,63,left,msp,MSP,180,75,0.005555555555555537,0.005556627435847972
holdout,logistic,0.975,0.9749843652282677,63,left,ck4_p,CK4+P,180,147,,
5fold_grouped_cv,logistic,0.9694444444444444,0.9694030750146212,63,left,ck4_p,CK4+P,180,147,0.016197088596792523,0.01624949676111025
holdout,logistic,1.0,1.0,63,left,ck4_msp,CK4+MSP,180,211,,
5fold_grouped_cv,logistic,1.0,1.0,63,left,ck4_msp,CK4+MSP,180,211,0.0,0.0
holdout,logistic,1.0,1.0,63,left,p_msp,P+MSP,180,86,,
5fold_grouped_cv,logistic,0.9972222222222221,0.997221686282076,63,left,p_msp,P+MSP,180,86,0.005555555555555537,0.005556627435847972
holdout,logistic,1.0,1.0,63,left,ck4_p_msp,CK4P-MSP,180,222,,
5fold_grouped_cv,logistic,1.0,1.0,63,left,ck4_p_msp,CK4P-MSP,180,222,0.0,0.0
holdout,logistic,0.9916666666666667,0.9916660879227724,63,right,ck4,CK4,180,136,,
5fold_grouped_cv,logistic,0.9777777777777779,0.9777638358846155,63,right,ck4,CK4,180,136,0.01883980550868132,0.018855777438734435
holdout,logistic,0.6416666666666667,0.6414425682718365,63,right,p,P,180,11,,
5fold_grouped_cv,logistic,0.65,0.6490249941783124,63,right,p,P,180,11,0.07211530547637315,0.07222207666285856
holdout,logistic,0.9916666666666667,0.9916660879227724,63,right,msp,MSP,180,75,,
5fold_grouped_cv,logistic,0.9944444444444445,0.994443372564152,63,right,msp,MSP,180,75,0.006804138174397694,0.0068054509542886
holdout,logistic,0.975,0.9749982637683172,63,right,ck4_p,CK4+P,180,147,,
5fold_grouped_cv,logistic,0.986111111111111,0.9860923283531978,63,right,ck4_p,CK4+P,180,147,0.017568209223157653,0.01759451859249831
holdout,logistic,1.0,1.0,63,right,ck4_msp,CK4+MSP,180,211,,
5fold_grouped_cv,logistic,1.0,1.0,63,right,ck4_msp,CK4+MSP,180,211,0.0,0.0
holdout,logistic,1.0,1.0,63,right,p_msp,P+MSP,180,86,,
5fold_grouped_cv,logistic,0.9972222222222221,0.997221686282076,63,right,p_msp,P+MSP,180,86,0.005555555555555536,0.005556627435847972
holdout,logistic,1.0,1.0,63,right,ck4_p_msp,CK4P-MSP,180,222,,
5fold_grouped_cv,logistic,1.0,1.0,63,right,ck4_p_msp,CK4P-MSP,180,222,0.0,0.0
holdout,logistic,0.9833333333333333,0.9833287024173382,64,center,ck4,CK4,180,136,,
5fold_grouped_cv,logistic,0.9666666666666668,0.966582838523293,64,center,ck4,CK4,180,136,0.022566773346211016,0.022639425218867047
holdout,logistic,0.575,0.5747342088805503,64,center,p,P,180,11,,
5fold_grouped_cv,logistic,0.6166666666666666,0.6152875978323784,64,center,p,P,180,11,0.03239417719358501,0.03256642343864359
holdout,logistic,0.9666666666666667,0.9666295884315907,64,center,msp,MSP,180,75,,
5fold_grouped_cv,logistic,0.9833333333333332,0.9832654932214053,64,center,msp,MSP,180,75,0.02693155476342404,0.027063407808085718
holdout,logistic,0.975,0.9749843652282677,64,center,ck4_p,CK4+P,180,147,,
5fold_grouped_cv,logistic,0.9722222222222223,0.9721685037993606,64,center,ck4_p,CK4+P,180,147,0.019641855032959663,0.01970039159291396
holdout,logistic,0.9833333333333333,0.9833287024173382,64,center,ck4_msp,CK4+MSP,180,211,,
5fold_grouped_cv,logistic,0.9888888888888889,0.9888803088803089,64,center,ck4_msp,CK4+MSP,180,211,0.01360827634879544,0.01361878467030031
holdout,logistic,0.9666666666666667,0.9666295884315907,64,center,p_msp,P+MSP,180,86,,
5fold_grouped_cv,logistic,0.9777777777777779,0.9777056476615599,64,center,p_msp,P+MSP,180,86,0.02576005137637695,0.02588422350324117
holdout,logistic,0.9833333333333333,0.9833287024173382,64,center,ck4_p_msp,CK4P-MSP,180,222,,
5fold_grouped_cv,logistic,0.986111111111111,0.9861019951623848,64,center,ck4_p_msp,CK4P-MSP,180,222,0.012422599874998837,0.012432193032727346
holdout,logistic,0.975,0.9749843652282677,64,jittered,ck4,CK4,180,136,,
5fold_grouped_cv,logistic,0.9666666666666668,0.9666409142037324,64,jittered,ck4,CK4,180,136,0.01666666666666669,0.016684919569795946
holdout,logistic,0.6583333333333333,0.658309604833669,64,jittered,p,P,180,11,,
5fold_grouped_cv,logistic,0.6555555555555556,0.6535092904100475,64,jittered,p,P,180,11,0.05076574134026961,0.053226348050952096
holdout,logistic,0.9083333333333333,0.9082760058369814,64,jittered,msp,MSP,180,75,,
5fold_grouped_cv,logistic,0.9,0.8998231498231499,64,jittered,msp,MSP,180,75,0.05152010275275389,0.05154292699205184
holdout,logistic,0.9666666666666667,0.9666295884315907,64,jittered,ck4_p,CK4+P,180,147,,
5fold_grouped_cv,logistic,0.9694444444444444,0.9694235179259465,64,jittered,ck4_p,CK4+P,180,147,0.010393492741038724,0.010408722425286504
holdout,logistic,0.9666666666666667,0.9666295884315907,64,jittered,ck4_msp,CK4+MSP,180,211,,
5fold_grouped_cv,logistic,0.9694444444444444,0.9693901900814366,64,jittered,ck4_msp,CK4+MSP,180,211,0.016197088596792523,0.016258298865680934
holdout,logistic,0.9333333333333333,0.9332591768631813,64,jittered,p_msp,P+MSP,180,86,,
5fold_grouped_cv,logistic,0.9111111111111112,0.9108712860047194,64,jittered,p_msp,P+MSP,180,86,0.04530418452861135,0.04533224013263029
holdout,logistic,0.975,0.9749843652282677,64,jittered,ck4_p_msp,CK4P-MSP,180,222,,
5fold_grouped_cv,logistic,0.9611111111111112,0.9610099954876468,64,jittered,ck4_p_msp,CK4P-MSP,180,222,0.018425693279752225,0.018538412134367046
holdout,logistic,0.9833333333333333,0.9833287024173382,64,left,ck4,CK4,180,136,,
5fold_grouped_cv,logistic,0.9638888888888889,0.9638464974286263,64,left,ck4,CK4,180,136,0.014163943093313307,0.01418373919006466
holdout,logistic,0.5666666666666667,0.5655806182121972,64,left,p,P,180,11,,
5fold_grouped_cv,logistic,0.6083333333333333,0.6081397571326184,64,left,p,P,180,11,0.04999999999999998,0.0500020574890898
holdout,logistic,0.9666666666666667,0.9666295884315907,64,left,msp,MSP,180,75,,
5fold_grouped_cv,logistic,0.9833333333333334,0.983314014635274,64,left,msp,MSP,180,75,0.016197088596792492,0.016222313124866064
holdout,logistic,0.9833333333333333,0.9833287024173382,64,left,ck4_p,CK4+P,180,147,,
5fold_grouped_cv,logistic,0.9722222222222223,0.972191092954391,64,left,ck4_p,CK4+P,180,147,0.017568209223157653,0.017591988189787626
holdout,logistic,0.9833333333333333,0.9833287024173382,64,left,ck4_msp,CK4+MSP,180,211,,
5fold_grouped_cv,logistic,0.9944444444444445,0.994443372564152,64,left,ck4_msp,CK4+MSP,180,211,0.006804138174397694,0.0068054509542886
holdout,logistic,0.975,0.9749843652282677,64,left,p_msp,P+MSP,180,86,,
5fold_grouped_cv,logistic,0.986111111111111,0.9860955464771954,64,left,p_msp,P+MSP,180,86,0.0152145154862546,0.01524097914422085
holdout,logistic,0.9833333333333333,0.9833287024173382,64,left,ck4_p_msp,CK4P-MSP,180,222,,
5fold_grouped_cv,logistic,0.9972222222222221,0.997221686282076,64,left,ck4_p_msp,CK4P-MSP,180,222,0.005555555555555536,0.005556627435847972
holdout,logistic,0.9666666666666667,0.9666574048346763,64,right,ck4,CK4,180,136,,
5fold_grouped_cv,logistic,0.9638888888888889,0.9638411206237294,64,right,ck4,CK4,180,136,0.006804138174397694,0.006834387231082033
holdout,logistic,0.6083333333333333,0.6083061323703034,64,right,p,P,180,11,,
5fold_grouped_cv,logistic,0.5972222222222222,0.5957310517038779,64,right,p,P,180,11,0.04969039949999531,0.05126053078814964
holdout,logistic,0.9916666666666667,0.9916660879227724,64,right,msp,MSP,180,75,,
5fold_grouped_cv,logistic,0.9944444444444445,0.994443372564152,64,right,msp,MSP,180,75,0.006804138174397694,0.0068054509542886
holdout,logistic,0.9666666666666667,0.9666574048346763,64,right,ck4_p,CK4+P,180,147,,
5fold_grouped_cv,logistic,0.9694444444444444,0.9694170816779512,64,right,ck4_p,CK4+P,180,147,0.005555555555555536,0.005578112242648968
holdout,logistic,0.9916666666666667,0.9916660879227724,64,right,ck4_msp,CK4+MSP,180,211,,
5fold_grouped_cv,logistic,0.9944444444444445,0.994443372564152,64,right,ck4_msp,CK4+MSP,180,211,0.006804138174397694,0.0068054509542886
holdout,logistic,0.9916666666666667,0.9916660879227724,64,right,p_msp,P+MSP,180,86,,
5fold_grouped_cv,logistic,0.9916666666666668,0.9916618407222305,64,right,p_msp,P+MSP,180,86,0.01111111111111111,0.011118887025293532
holdout,logistic,1.0,1.0,64,right,ck4_p_msp,CK4P-MSP,180,222,,
5fold_grouped_cv,logistic,0.9916666666666668,0.9916618407222305,64,right,ck4_p_msp,CK4P-MSP,180,222,0.01111111111111111,0.011118887025293532
holdout,logistic,0.9833333333333333,0.9833287024173382,65,center,ck4,CK4,180,136,,
5fold_grouped_cv,logistic,0.9777777777777779,0.9777573871994261,65,center,ck4,CK4,180,136,0.011111111111111122,0.011137414317014526
holdout,logistic,0.65,0.6499027507641011,65,center,p,P,180,11,,
5fold_grouped_cv,logistic,0.6249999999999999,0.6207336436989426,65,center,p,P,180,11,0.04890782461571948,0.05195356297478041
holdout,logistic,0.9916666666666667,0.9916660879227724,65,center,msp,MSP,180,75,,
5fold_grouped_cv,logistic,0.975,0.9749597024504691,65,center,msp,MSP,180,75,0.01619708859679253,0.016261622845614346
holdout,logistic,0.975,0.9749843652282677,65,center,ck4_p,CK4+P,180,147,,
5fold_grouped_cv,logistic,0.9722222222222223,0.9721717219233582,65,center,ck4_p,CK4+P,180,147,0.017568209223157688,0.01763279350740634
holdout,logistic,0.9916666666666667,0.9916660879227724,65,center,ck4_msp,CK4+MSP,180,211,,
5fold_grouped_cv,logistic,0.9888888888888889,0.9888867451283041,65,center,ck4_msp,CK4+MSP,180,211,0.005555555555555536,0.005556627435847972
holdout,logistic,0.975,0.9749843652282677,65,center,p_msp,P+MSP,180,86,,
5fold_grouped_cv,logistic,0.975,0.9749758553575043,65,center,p_msp,P+MSP,180,86,0.010393492741038736,0.010417882915794707
holdout,logistic,0.9916666666666667,0.9916660879227724,65,center,ck4_p_msp,CK4P-MSP,180,222,,
5fold_grouped_cv,logistic,0.9888888888888889,0.9888867451283041,65,center,ck4_p_msp,CK4P-MSP,180,222,0.005555555555555536,0.005556627435847972
holdout,logistic,0.975,0.9749843652282677,65,jittered,ck4,CK4,180,136,,
5fold_grouped_cv,logistic,0.9694444444444444,0.9693934082054343,65,jittered,ck4,CK4,180,136,0.020412414523193156,0.020462916589252696
holdout,logistic,0.6333333333333333,0.6282737257110673,65,jittered,p,P,180,11,,
5fold_grouped_cv,logistic,0.6305555555555555,0.6297519498795578,65,jittered,p,P,180,11,0.02859897261385278,0.02880846304887761
holdout,logistic,0.9166666666666666,0.9166435120866907,65,jittered,msp,MSP,180,75,,
5fold_grouped_cv,logistic,0.9222222222222222,0.922055189210243,65,jittered,msp,MSP,180,75,0.018839805508681286,0.01883245330049888
holdout,logistic,0.975,0.9749843652282677,65,jittered,ck4_p,CK4+P,180,147,,
5fold_grouped_cv,logistic,0.9722222222222223,0.972191092954391,65,jittered,ck4_p,CK4+P,180,147,0.017568209223157653,0.017591988189787626
holdout,logistic,0.9833333333333333,0.9833287024173382,65,jittered,ck4_msp,CK4+MSP,180,211,,
5fold_grouped_cv,logistic,0.9805555555555555,0.9805399909216399,65,jittered,ck4_msp,CK4+MSP,180,211,0.01416394309331329,0.0141862717923657
holdout,logistic,0.9333333333333333,0.9333333333333333,65,jittered,p_msp,P+MSP,180,86,,
5fold_grouped_cv,logistic,0.9444444444444444,0.9443671123457953,65,jittered,p_msp,P+MSP,180,86,0.026352313834736508,0.026404996533158462
holdout,logistic,0.9833333333333333,0.9833287024173382,65,jittered,ck4_p_msp,CK4P-MSP,180,222,,
5fold_grouped_cv,logistic,0.9777777777777779,0.9777606053234236,65,jittered,ck4_p_msp,CK4P-MSP,180,222,0.01666666666666666,0.016684927858581687
holdout,logistic,0.975,0.9749982637683172,65,left,ck4,CK4,180,136,,
5fold_grouped_cv,logistic,0.9583333333333334,0.9581145120033397,65,left,ck4,CK4,180,136,0.03167153958608716,0.03199546688074874
holdout,logistic,0.6,0.595959595959596,65,left,p,P,180,11,,
5fold_grouped_cv,logistic,0.611111111111111,0.6091182232518243,65,left,p,P,180,11,0.04969039949999535,0.04832499999297725
holdout,logistic,1.0,1.0,65,left,msp,MSP,180,75,,
5fold_grouped_cv,logistic,0.9888888888888889,0.9888867451283041,65,left,msp,MSP,180,75,0.005555555555555536,0.005556627435847972
holdout,logistic,0.975,0.9749982637683172,65,left,ck4_p,CK4+P,180,147,,
5fold_grouped_cv,logistic,0.975,0.9749564843264714,65,left,ck4_p,CK4+P,180,147,0.01842569327975224,0.018483731867412718
holdout,logistic,0.9916666666666667,0.9916660879227724,65,left,ck4_msp,CK4+MSP,180,211,,
5fold_grouped_cv,logistic,0.9888888888888889,0.9888738601951195,65,left,ck4_msp,CK4+MSP,180,211,0.016197088596792485,0.01622452312114707
holdout,logistic,1.0,1.0,65,left,p_msp,P+MSP,180,86,,
5fold_grouped_cv,logistic,0.9916666666666668,0.991665058846228,65,left,p_msp,P+MSP,180,86,0.006804138174397694,0.0068054509542886
holdout,logistic,1.0,1.0,65,left,ck4_p_msp,CK4P-MSP,180,222,,
5fold_grouped_cv,logistic,0.9916666666666668,0.9916618407222305,65,left,ck4_p_msp,CK4P-MSP,180,222,0.01111111111111111,0.011118887025293532
holdout,logistic,0.975,0.9749982637683172,65,right,ck4,CK4,180,136,,
5fold_grouped_cv,logistic,0.9666666666666668,0.966608658239515,65,right,ck4,CK4,180,136,0.014163943093313307,0.014222352771659322
holdout,logistic,0.5416666666666666,0.5377827578962112,65,right,p,P,180,11,,
5fold_grouped_cv,logistic,0.5527777777777778,0.5510945814686604,65,right,p,P,180,11,0.016197088596792496,0.015274730746406345
holdout,logistic,1.0,1.0,65,right,msp,MSP,180,75,,
5fold_grouped_cv,logistic,1.0,1.0,65,right,msp,MSP,180,75,0.0,0.0
holdout,logistic,0.9666666666666667,0.9666574048346763,65,right,ck4_p,CK4+P,180,147,,
5fold_grouped_cv,logistic,0.9666666666666666,0.9666376960797347,65,right,ck4_p,CK4+P,180,147,0.006804138174397694,0.006813379407198885
holdout,logistic,0.9916666666666667,0.9916660879227724,65,right,ck4_msp,CK4+MSP,180,211,,
5fold_grouped_cv,logistic,1.0,1.0,65,right,ck4_msp,CK4+MSP,180,211,0.0,0.0
holdout,logistic,1.0,1.0,65,right,p_msp,P+MSP,180,86,,
5fold_grouped_cv,logistic,1.0,1.0,65,right,p_msp,P+MSP,180,86,0.0,0.0
holdout,logistic,1.0,1.0,65,right,ck4_p_msp,CK4P-MSP,180,222,,
5fold_grouped_cv,logistic,0.9944444444444445,0.9944401544401543,65,right,ck4_p_msp,CK4P-MSP,180,222,0.011111111111111117,0.011119691119691133
holdout,logistic,0.9666666666666667,0.9666295884315907,66,center,ck4,CK4,180,136,,
5fold_grouped_cv,logistic,0.9805555555555557,0.9805399909216399,66,center,ck4,CK4,180,136,0.01416394309331329,0.0141862717923657
holdout,logistic,0.6333333333333333,0.6332314531814394,66,center,p,P,180,11,,
5fold_grouped_cv,logistic,0.6722222222222223,0.6717003457700724,66,center,p,P,180,11,0.04859126579037751,0.04860619372994791
holdout,logistic,0.975,0.9749843652282677,66,center,msp,MSP,180,75,,
5fold_grouped_cv,logistic,0.9805555555555555,0.9805453677265369,66,center,msp,MSP,180,75,0.0068041381743977475,0.006813333716011712
holdout,logistic,0.975,0.9749843652282677,66,center,ck4_p,CK4+P,180,147,,
5fold_grouped_cv,logistic,0.986111111111111,0.9861052132863826,66,center,ck4_p,CK4+P,180,147,0.008784104611578835,0.008790888587498947
holdout,logistic,0.9833333333333333,0.9833287024173382,66,center,ck4_msp,CK4+MSP,180,211,,
5fold_grouped_cv,logistic,0.986111111111111,0.9860923283531978,66,center,ck4_msp,CK4+MSP,180,211,0.017568209223157653,0.01759451859249831
holdout,logistic,0.975,0.9749843652282677,66,center,p_msp,P+MSP,180,86,,
5fold_grouped_cv,logistic,0.9805555555555555,0.9805453677265369,66,center,p_msp,P+MSP,180,86,0.0068041381743977475,0.006813333716011713
holdout,logistic,0.9833333333333333,0.9833287024173382,66,center,ck4_p_msp,CK4P-MSP,180,222,,
5fold_grouped_cv,logistic,0.9916666666666668,0.9916618407222305,66,center,ck4_p_msp,CK4P-MSP,180,222,0.011111111111111112,0.011118887025293532
holdout,logistic,0.9583333333333334,0.9583072753804461,66,jittered,ck4,CK4,180,136,,
5fold_grouped_cv,logistic,0.9666666666666666,0.9666409142037324,66,jittered,ck4,CK4,180,136,0.01666666666666669,0.016684919569795946
holdout,logistic,0.55,0.5454545454545454,66,jittered,p,P,180,11,,
5fold_grouped_cv,logistic,0.5611111111111111,0.5562583303480277,66,jittered,p,P,180,11,0.08031573497111645,0.08639382039430717
holdout,logistic,0.9416666666666667,0.9416626154594069,66,jittered,msp,MSP,180,75,,
5fold_grouped_cv,logistic,0.9361111111111111,0.9360310694133662,66,jittered,msp,MSP,180,75,0.0285989726138528,0.028642323157125
holdout,logistic,0.9666666666666667,0.9666574048346763,66,jittered,ck4_p,CK4+P,180,147,,
5fold_grouped_cv,logistic,0.975,0.9749823040426937,66,jittered,ck4_p,CK4+P,180,147,0.01842569327975224,0.01844089217049542
holdout,logistic,0.9916666666666667,0.9916660879227724,66,jittered,ck4_msp,CK4+MSP,180,211,,
5fold_grouped_cv,logistic,0.9777777777777779,0.977767054008613,66,jittered,ck4_msp,CK4+MSP,180,211,0.01416394309331329,0.014169202334557863
holdout,logistic,0.975,0.9749982637683172,66,jittered,p_msp,P+MSP,180,86,,
5fold_grouped_cv,logistic,0.9472222222222223,0.947094738454657,66,jittered,p_msp,P+MSP,180,86,0.022222222222222227,0.0223341629424407
holdout,logistic,0.9916666666666667,0.9916660879227724,66,jittered,ck4_p_msp,CK4P-MSP,180,222,,
5fold_grouped_cv,logistic,0.9833333333333334,0.9833204633204634,66,jittered,ck4_p_msp,CK4P-MSP,180,222,0.013608276348795441,0.013618784670300312
holdout,logistic,0.9833333333333333,0.9833333333333333,66,left,ck4,CK4,180,136,,
5fold_grouped_cv,logistic,0.9777777777777779,0.9777283493592062,66,left,ck4,CK4,180,136,0.022566773346211006,0.022629886746692203
holdout,logistic,0.675,0.6731615336266499,66,left,p,P,180,11,,
5fold_grouped_cv,logistic,0.6583333333333334,0.657227063385132,66,left,p,P,180,11,0.05665577237325316,0.05511241952323749
holdout,logistic,0.975,0.9749843652282677,66,left,msp,MSP,180,75,,
5fold_grouped_cv,logistic,0.9888888888888889,0.9888835270043064,66,left,msp,MSP,180,75,0.010393492741038724,0.010400659235583802
holdout,logistic,0.9916666666666667,0.9916660879227724,66,left,ck4_p,CK4+P,180,147,,
5fold_grouped_cv,logistic,0.9888888888888889,0.9888835270043064,66,left,ck4_p,CK4+P,180,147,0.010393492741038724,0.010400659235583802
holdout,logistic,0.9833333333333333,0.9833287024173382,66,left,ck4_msp,CK4+MSP,180,211,,
5fold_grouped_cv,logistic,0.9972222222222221,0.997221686282076,66,left,ck4_msp,CK4+MSP,180,211,0.005555555555555537,0.005556627435847972
holdout,logistic,0.975,0.9749843652282677,66,left,p_msp,P+MSP,180,86,,
5fold_grouped_cv,logistic,0.9888888888888889,0.9888835270043064,66,left,p_msp,P+MSP,180,86,0.010393492741038724,0.010400659235583802
holdout,logistic,0.9916666666666667,0.9916660879227724,66,left,ck4_p_msp,CK4P-MSP,180,222,,
5fold_grouped_cv,logistic,1.0,1.0,66,left,ck4_p_msp,CK4P-MSP,180,222,0.0,0.0
holdout,logistic,0.9416666666666667,0.9416301855326246,66,right,ck4,CK4,180,136,,
5fold_grouped_cv,logistic,0.95,0.9498709333369227,66,right,ck4,CK4,180,136,0.01416394309331329,0.014258100375342753
holdout,logistic,0.6416666666666667,0.634327829352987,66,right,p,P,180,11,,
5fold_grouped_cv,logistic,0.6166666666666666,0.6146024249030949,66,right,p,P,180,11,0.05527707983925668,0.05418970481710352
holdout,logistic,1.0,1.0,66,right,msp,MSP,180,75,,
5fold_grouped_cv,logistic,0.9972222222222221,0.997221686282076,66,right,msp,MSP,180,75,0.005555555555555537,0.005556627435847972
holdout,logistic,0.9333333333333333,0.9332591768631813,66,right,ck4_p,CK4+P,180,147,,
5fold_grouped_cv,logistic,0.95,0.9498579985538853,66,right,ck4_p,CK4+P,180,147,0.01416394309331329,0.014275715956717222
holdout,logistic,0.9916666666666667,0.9916660879227724,66,right,ck4_msp,CK4+MSP,180,211,,
5fold_grouped_cv,logistic,0.9916666666666668,0.991665058846228,66,right,ck4_msp,CK4+MSP,180,211,0.006804138174397694,0.0068054509542886
holdout,logistic,0.9916666666666667,0.9916660879227724,66,right,p_msp,P+MSP,180,86,,
5fold_grouped_cv,logistic,0.9916666666666668,0.9916618407222305,66,right,p_msp,P+MSP,180,86,0.01111111111111111,0.011118887025293532
holdout,logistic,1.0,1.0,66,right,ck4_p_msp,CK4P-MSP,180,222,,
5fold_grouped_cv,logistic,0.9944444444444445,0.994443372564152,66,right,ck4_p_msp,CK4P-MSP,180,222,0.006804138174397694,0.0068054509542886
holdout,logistic,0.9416666666666667,0.9414674935544561,67,center,ck4,CK4,180,136,,
5fold_grouped_cv,logistic,0.961111111111111,0.9609709522922115,67,center,ck4,CK4,180,136,0.023895347964007316,0.02410933899851156
holdout,logistic,0.625,0.6243478260869566,67,center,p,P,180,11,,
5fold_grouped_cv,logistic,0.611111111111111,0.607535029094451,67,center,p,P,180,11,0.036217791140014714,0.03621241910342507
holdout,logistic,0.9833333333333333,0.9833287024173382,67,center,msp,MSP,180,75,,
5fold_grouped_cv,logistic,0.9888888888888889,0.9888544891640867,67,center,msp,MSP,180,75,0.022222222222222233,0.022291021671826616
holdout,logistic,0.9416666666666667,0.9414674935544561,67,center,ck4_p,CK4+P,180,147,,
5fold_grouped_cv,logistic,0.961111111111111,0.9610099954876468,67,center,ck4_p,CK4+P,180,147,0.01842569327975222,0.018538412134367046
holdout,logistic,1.0,1.0,67,center,ck4_msp,CK4+MSP,180,211,,
5fold_grouped_cv,logistic,0.9916666666666668,0.9916618407222305,67,center,ck4_msp,CK4+MSP,180,211,0.011111111111111112,0.011118887025293532
holdout,logistic,0.9916666666666667,0.9916660879227724,67,center,p_msp,P+MSP,180,86,,
5fold_grouped_cv,logistic,0.9888888888888889,0.9888544891640867,67,center,p_msp,P+MSP,180,86,0.022222222222222233,0.022291021671826616
holdout,logistic,1.0,1.0,67,center,ck4_p_msp,CK4P-MSP,180,222,,
5fold_grouped_cv,logistic,0.9916666666666668,0.9916618407222305,67,center,ck4_p_msp,CK4P-MSP,180,222,0.011111111111111112,0.011118887025293532
holdout,logistic,0.9833333333333333,0.9833287024173382,67,jittered,ck4,CK4,180,136,,
5fold_grouped_cv,logistic,0.9805555555555555,0.9805324827933524,67,jittered,ck4,CK4,180,136,0.01666666666666666,0.016690284664815674
holdout,logistic,0.625,0.6173198214159166,67,jittered,p,P,180,11,,
5fold_grouped_cv,logistic,0.6138888888888889,0.6119169434565861,67,jittered,p,P,180,11,0.050765741340269635,0.051274950050400996
holdout,logistic,0.925,0.9247439202843007,67,jittered,msp,MSP,180,75,,
5fold_grouped_cv,logistic,0.9111111111111111,0.9109763340633492,67,jittered,msp,MSP,180,75,0.06123724356957947,0.06123685213623573
