sample_id,length,local_mode,representation,noise_cosine,local_cosine,noise_l2,local_l2,local_minus_noise_l2,selective_sensitivity_ratio,n_features,density,avg_nnz_per_read
L150_center_00171,150,center,kmer_property,0.9907434273651898,0.992407243151739,0.13606301947855876,0.12322951633648666,-0.0128335031420721,0.9056797123035003,2336,1.0,2336.0
L150_center_00172,150,center,kmer_property,0.9858769134673553,0.9900445705268324,0.16806597830997563,0.14110584306234422,-0.02696013524763141,0.8395860035520872,2336,1.0,2336.0
L150_center_00173,150,center,kmer_property,0.9898640194939715,0.9959359495381275,0.14237963692907377,0.09015598107580772,-0.05222365585326605,0.6332083928597093,2336,1.0,2336.0
L150_center_00174,150,center,kmer_property,0.990012472399658,0.9918511966145559,0.14133313553687368,0.12766208039542698,-0.013671055141446703,0.9032707008903801,2336,1.0,2336.0
L150_center_00175,150,center,kmer_property,0.9904349782193583,0.9688185825759732,0.13831140069164535,0.24972551901648923,0.11141411832484388,1.805530981305244,2336,1.0,2336.0
L150_center_00176,150,center,kmer_property,0.9862592204044573,0.9698346081300011,0.16577562906255897,0.24562325569864182,0.07984762663608286,1.4816608272736558,2336,1.0,2336.0
L150_center_00177,150,center,kmer_property,0.9846361071582153,0.9890667851343731,0.1752934273826953,0.14787301894279392,-0.027420408439901373,0.8435742352162584,2336,1.0,2336.0
L150_center_00178,150,center,kmer_property,0.9929990151720914,0.9731471133551357,0.11832991868423663,0.23174506098238565,0.11341514229814902,1.9584654798994436,2336,1.0,2336.0
L150_center_00179,150,center,kmer_property,0.9886802354984439,0.9886920453082895,0.15046437785439612,0.15038586829692072,-7.850955747540356e-05,0.9994782183092441,2336,1.0,2336.0
L150_center_00180,150,center,kmer_property,0.9815331122173786,0.9932860764297464,0.19218162129934058,0.11587858792938176,-0.07630303336995882,0.6029639418479573,2336,1.0,2336.0
L150_center_00181,150,center,kmer_property,0.9853332337183573,0.9900711976854665,0.1712703493406982,0.14091701327046258,-0.03035333607023563,0.8227753012294294,2336,1.0,2336.0
L150_center_00182,150,center,kmer_property,0.9900840624071529,0.9910030843542571,0.1408256907872004,0.13414108726070365,-0.006684603526496746,0.9525327836907418,2336,1.0,2336.0
L150_center_00183,150,center,kmer_property,0.9812354121843754,0.9847445922903529,0.19372448381979307,0.17467345367653744,-0.019051030143255626,0.9016591513493084,2336,1.0,2336.0
L150_center_00184,150,center,kmer_property,0.9842278570138111,0.9920436468221075,0.1776071112663478,0.12614557604523535,-0.05146153522111244,0.7102507053113524,2336,1.0,2336.0
L150_center_00185,150,center,kmer_property,0.9877967431094129,0.9919537239947537,0.1562258422322379,0.1268564228192298,-0.029369419413008108,0.8120066501587558,2336,1.0,2336.0
L150_center_00186,150,center,kmer_property,0.9830665214263644,0.9921348088377304,0.18402977244801846,0.12542082093710957,-0.05860895151090889,0.6815246210910589,2336,1.0,2336.0
L150_center_00187,150,center,kmer_property,0.9868531704109454,0.9874122098491985,0.1621531966324219,0.1586681452012533,-0.00348505143116859,0.9785076612515465,2336,1.0,2336.0
L150_center_00188,150,center,kmer_property,0.9837720605090389,0.9776925103258107,0.18015515252670422,0.21122258247729203,0.03106742995058781,1.172448189878903,2336,1.0,2336.0
L150_center_00189,150,center,kmer_property,0.9866073217861066,0.9938271740175659,0.16366232439930406,0.1111109893973772,-0.052551335001926866,0.6789038943763753,2336,1.0,2336.0
L150_center_00190,150,center,kmer_property,0.9854411723731553,0.9829700660094257,0.170638961710641,0.1845531576027491,0.0139141958921081,1.0815417285279953,2336,1.0,2336.0
L150_center_00191,150,center,kmer_property,0.9840018092520451,0.996302578991345,0.17887532388765018,0.0859932672789672,-0.09288205660868298,0.4807441597309348,2336,1.0,2336.0
L150_center_00192,150,center,kmer_property,0.9888994543136633,0.9845150635457425,0.1490003066193962,0.1759825926292592,0.026982286009862994,1.1810887951981608,2336,1.0,2336.0
L150_center_00193,150,center,kmer_property,0.9839650750200571,0.9972199121205474,0.17908056834811245,0.07456658607514333,-0.10451398227296912,0.416385690323443,2336,1.0,2336.0
L150_center_00194,150,center,kmer_property,0.9838515515992028,0.9715718147581932,0.179713374019834,0.2384457390762351,0.05873236505640109,1.3268113203968843,2336,1.0,2336.0
L150_center_00195,150,center,kmer_property,0.9921437384986661,0.9976817766905233,0.12534960312130244,0.0680914577531814,-0.057258145368121044,0.5432123920431436,2336,1.0,2336.0
L150_center_00196,150,center,kmer_property,0.9891486995697808,0.9714341338518657,0.14731802625760326,0.23902245144811568,0.09170442519051242,1.6224928986637128,2336,1.0,2336.0
L150_center_00197,150,center,kmer_property,0.9901950673687899,0.9651122229482798,0.14003522864771528,0.26415062767943365,0.12411539903171837,1.8863155380990149,2336,1.0,2336.0
L150_center_00198,150,center,kmer_property,0.988550623802709,0.9969248839390135,0.1513233372437384,0.0784234156484718,-0.07289992159526659,0.5182506352087267,2336,1.0,2336.0
L150_center_00199,150,center,kmer_property,0.9893207654401059,0.9890438649607554,0.1461453698198597,0.148027936817628,0.0018825669977682868,1.0128814686369385,2336,1.0,2336.0
