target_label,length,condition,comparator,absolute_f1_difference,absolute_ci_low,absolute_ci_high,relative_drop_difference,relative_drop_ci_low,relative_drop_ci_high
tax_247639,75,clean,pseeiip,0.01592877802206827,-0.0011563869656999596,0.03287872809013563,0.003356614421121007,-0.013773549983148435,0.02177296191160593
tax_247639,75,clean,hash_k15_d222,0.21677237632210877,0.19212078135108135,0.24286702480406866,-0.06245280944200127,-0.08614484259868574,-0.04082510538309152
tax_247639,75,substitution_1pct,ck4,0.002379459031639497,-0.005618386119830651,0.011433620068285045,0.008221398971300808,-0.0026299356760713264,0.019246271514733706
tax_247639,75,substitution_1pct,ck4_p,-0.0021957771000997717,-0.007263900885402463,0.002561231029236029,0.0011575311619085316,-0.005968285577305882,0.007800097047743295
tax_247639,75,substitution_1pct,ck4_msp,5.832893530366423e-05,-0.005753990450872914,0.005646819727636023,0.002145754567831726,-0.0045922810703551056,0.009294482918881027
tax_247639,75,substitution_1pct,ck5,0.0015620589947271668,-0.01185279265962221,0.01500833296698873,-0.007975611858173748,-0.023996929055526327,0.00847196005033001
tax_247639,75,substitution_1pct,pseknc_k3_l3,0.014369438624210584,-0.0015401150913202514,0.029115242722244177,-0.006150798034968763,-0.023413340023274817,0.009512113497453999
tax_247639,75,substitution_1pct,ncp_anf,0.2025496353423839,0.17628871960113404,0.23073096632627535,-0.04422267856259998,-0.06580170842231645,-0.022187620037545135
tax_247639,75,substitution_1pct,pseeiip,0.01901429245011399,0.0030325891513895563,0.03658689328390842,0.006442128849166728,-0.013095349121785834,0.025244010311822905
tax_247639,75,substitution_1pct,hash_k15_d222,0.21420959134605022,0.18807782222670488,0.24106500024635102,-0.06501559441805982,-0.08862314233067377,-0.041347372821467235
tax_247639,100,N_3pct,ck4,-0.0026797483527647437,-0.010584520786496465,0.005308599106501393,0.0031621915868965678,-0.005733049555584291,0.011997235840135378
tax_247639,100,N_3pct,ck4_p,-0.002912030751975214,-0.007549597196878601,0.0017709033280835357,0.000441277510033089,-0.005830487505427653,0.006271757002109535
tax_247639,100,N_3pct,ck4_msp,0.001855599397055041,-0.00459099148089237,0.008213621755356537,0.003943025029583103,-0.0041055130728690995,0.012015064744803117
tax_247639,100,N_3pct,ck5,0.012203905647926172,-0.0007817784229614149,0.025240293131854028,0.0026662347950252574,-0.010607196838200831,0.015982028599762593
tax_247639,100,N_3pct,pseknc_k3_l3,0.018433185284173925,0.005261079535400676,0.033060136679387564,-0.002087051375005422,-0.01500561035467817,0.011131978762359253
tax_247639,100,N_3pct,ncp_anf,0.23331357525498753,0.20781967523121794,0.2588000948442409,-0.01345873864999636,-0.027579445700811705,0.0011895178348755296
tax_247639,100,N_3pct,pseeiip,0.017585320414170824,0.0023157617537361954,0.03208145200862424,0.005013156813223563,-0.010247990821463387,0.01918105151454399
tax_247639,100,N_3pct,hash_k15_d222,0.26166984233437773,0.2357679806882858,0.28968419354058766,-0.017555343429732306,-0.038188407760403,0.003077119296574598
tax_247639,100,clean,ck4,-0.005841939939661311,-0.012490132435737183,0.00038932763190891714,0.0,0.0,0.0
tax_247639,100,clean,ck4_p,-0.0033533082620083032,-0.008352850252966204,0.0012335262837125799,0.0,0.0,0.0
tax_247639,100,clean,ck4_msp,-0.0020874256325280616,-0.006667651303534883,0.002501194281484287,0.0,0.0,0.0
tax_247639,100,clean,ck5,0.009537670852900915,-0.0021693927909032236,0.021275983001271086,0.0,0.0,0.0
tax_247639,100,clean,pseknc_k3_l3,0.020520236659179347,0.006304086361863291,0.03341038566266353,0.0,0.0,0.0
tax_247639,100,clean,ncp_anf,0.2467723139049839,0.22255036461154476,0.2740460260499487,0.0,0.0,0.0
tax_247639,100,clean,pseeiip,0.012572163600947261,-0.0019485025192140513,0.027324322522148854,0.0,0.0,0.0
tax_247639,100,clean,hash_k15_d222,0.27922518576411004,0.2537054857502112,0.3054218672499286,0.0,0.0,0.0
tax_247639,100,substitution_1pct,ck4,-0.005041301645170249,-0.01215110665701622,0.0024353797995400658,0.0008006382944910628,-0.0058486200266754055,0.007533323239629117
tax_247639,100,substitution_1pct,ck4_p,-0.004177339815205738,-0.008797507052700135,0.00043014311797994744,-0.0008240315531974352,-0.005830375566512014,0.0045609401225663645
tax_247639,100,substitution_1pct,ck4_msp,-0.0025014109521153127,-0.007107467994832107,0.0020894882903230356,-0.00041398531958725115,-0.005373406123726285,0.004587395310979544
tax_247639,100,substitution_1pct,ck5,0.00825847298061988,-0.004637723178475786,0.01955609247698016,-0.0012791978722810349,-0.010801230611774834,0.008294500542642724
tax_247639,100,substitution_1pct,pseknc_k3_l3,0.014745507163860472,0.00053100038056626,0.028938436311917507,-0.0057747294953188755,-0.015427825362316868,0.005156586006958951
tax_247639,100,substitution_1pct,ncp_anf,0.2450861422499605,0.21967852806052668,0.2706998779071999,-0.001686171655023383,-0.012162791984373252,0.010339648368714411
tax_247639,100,substitution_1pct,pseeiip,0.005072273679299744,-0.008676016625775468,0.020424347141740535,-0.007499889921647518,-0.017052921486684552,0.002667922965570023
