retrieval_top1,paired_cosine_mean,paired_cosine_p05,l2_delta_mean,l2_delta_p95,mean_pair_margin,margin_positive_rate,task,length,condition,representation,n_pairs,n_features,density
0.10277777777777777,0.9456722149866639,0.9342070869879613,0.32884608052074077,0.3627476049416336,-0.00024533726799415105,0.0,arg_allele,150,N_3pct,ckmer5_count_l2,360,163,0.7422375596455351
0.08888888888888889,0.9103237035849017,0.8929460413455494,0.4224185107897784,0.4627179670954285,-6.622932947926029e-05,0.0,arg_allele,150,N_3pct,ckmer7_count_l2,360,196,0.6571074263038549
0.10833333333333334,0.9717936610143334,0.9641044552836309,0.2366578750745405,0.26793857719217,-0.00018154077521015665,0.0,arg_allele,150,N_3pct,cspaced_count_l2,360,99,0.8882435465768799
0.10555555555555556,0.9955959957002065,0.9947572113035327,0.09369014438126333,0.10239910833097392,-1.977004432321652e-05,0.0,arg_allele,150,N_3pct,cspaced_property_l2,360,110,0.8948737373737373
0.10555555555555556,0.9706341053434351,0.9647881069076341,0.24182366438093988,0.2653748031399225,-0.00010564284595026347,0.0,arg_allele,150,N_3pct,hybrid_ckmer5_csp,360,273,0.8037393162393163
0.10833333333333334,0.9529598496425539,0.9442596694012744,0.3059856592142337,0.33388719809576184,-2.2395266486167753e-05,0.0,arg_allele,150,N_3pct,hybrid_ckmer7_csp,360,306,0.7425789760348583
0.008333333333333333,0.9849093358089303,0.9799118698777325,0.17322702984251367,0.20044016624553193,-0.0015621865528277622,0.0,arg_allele,150,trim_5bp,ckmer5_count_l2,360,163,0.7736792774369462
0.022222222222222223,0.9832012747956133,0.9829629780496392,0.18329321058921447,0.18459155966815188,-7.302354036615167e-05,0.0,arg_allele,150,trim_5bp,ckmer7_count_l2,360,196,0.7063775510204081
0.03333333333333333,0.9913325581758509,0.991011846588805,0.1316532142541131,0.13407575031448166,-0.0002707948724044343,0.0,arg_allele,150,trim_5bp,cspaced_count_l2,360,99,0.9100308641975309
0.030555555555555555,0.9990278929130236,0.9989958005344722,0.04409068686134652,0.044815164074850554,-2.7581044850419344e-05,0.0,arg_allele,150,trim_5bp,cspaced_property_l2,360,110,0.9099368686868687
0.011111111111111112,0.9919686143609769,0.9894661115311705,0.12641331327159636,0.14514743172945574,-0.0007934398185999419,0.0,arg_allele,150,trim_5bp,hybrid_ckmer5_csp,360,273,0.8285816035816036
0.030555555555555555,0.991114583854318,0.9909882571792901,0.1333054135452802,0.13425157593644957,-5.0302292608603614e-05,0.0,arg_allele,150,trim_5bp,hybrid_ckmer7_csp,360,306,0.7795524691358025
0.1111111111111111,0.9100027181572724,0.8550473152456172,0.41767965371777727,0.5384286106193541,-0.0004552743456432569,0.0,arg_allele,150,substitution_1pct_N_3pct,ckmer5_count_l2,360,487,0.24787816563997261
0.09166666666666666,0.850865579263711,0.7605714207817713,0.5377548812995645,0.6919950249948686,-0.00010947188663620815,0.0,arg_allele,150,substitution_1pct_N_3pct,ckmer7_count_l2,360,1871,0.06878971435358394
0.11388888888888889,0.9557629387689215,0.9272997903295217,0.2930294167180106,0.38131404889958914,-0.0004125116089320335,0.0,arg_allele,150,substitution_1pct_N_3pct,cspaced_count_l2,360,99,0.8817480359147026
0.11666666666666667,0.993863226352675,0.9907983199603867,0.10978722178510246,0.1356588921227806,-4.370247476541288e-05,0.0,arg_allele,150,substitution_1pct_N_3pct,cspaced_property_l2,360,110,0.8890277777777778
0.125,0.9519329722549735,0.9237165393803546,0.305467507379538,0.39059807833260674,-0.00019851683990156448,0.0,arg_allele,150,substitution_1pct_N_3pct,hybrid_ckmer5_csp,360,597,0.36601293504559834
0.12222222222222222,0.9223644028081928,0.8758951675071173,0.3881611084001109,0.49820644591392893,-4.41329783604215e-05,0.0,arg_allele,150,substitution_1pct_N_3pct,hybrid_ckmer7_csp,360,1981,0.1143354927365528
0.13055555555555556,0.9452826867944922,0.9331312764275981,0.3301861323521961,0.36570068680019713,-0.00012169894628974288,0.0,arg_allele,150,local_mismatch_6bp,ckmer5_count_l2,360,511,0.2505517503805175
0.12777777777777777,0.9201930089428095,0.9067472700065309,0.39892257530957126,0.4318627791173245,-9.745474175677627e-06,0.0,arg_allele,150,local_mismatch_6bp,ckmer7_count_l2,360,3208,0.04396257619839291
0.10833333333333334,0.9633997085323467,0.951705827722335,0.2692508112646567,0.31078664372889375,-0.0003452555982658963,0.0,arg_allele,150,local_mismatch_6bp,cspaced_count_l2,360,99,0.8998456790123457
0.10833333333333334,0.9960434662948696,0.9947799811962242,0.08852751595340007,0.1021764577238381,-3.692402956954795e-05,0.0,arg_allele,150,local_mismatch_6bp,cspaced_property_l2,360,110,0.900770202020202
0.13333333333333333,0.9706630765446811,0.9636905825548708,0.24178177743703763,0.2694787910122571,-6.247171325560432e-05,0.0,arg_allele,150,local_mismatch_6bp,hybrid_ckmer5_csp,360,621,0.365727321524423
0.13055555555555556,0.9581182376188396,0.9510442112595509,0.28898425626333873,0.3129082534881491,-1.0879052501637973e-05,0.0,arg_allele,150,local_mismatch_6bp,hybrid_ckmer7_csp,360,3318,0.07236789230460117
0.13055555555555556,0.9583449281050984,0.8707679817237779,0.2032286971885878,0.508393313362914,-0.00021729193525771295,0.0,arg_family,69,substitution_1pct,ckmer5_count_l2,360,440,0.1267834595959596
0.12777777777777777,0.9293928576756679,0.7813453848974923,0.26412656232637916,0.6612936036323164,-0.00011407128291745783,0.0,arg_family,69,substitution_1pct,ckmer7_count_l2,360,1327,0.046066733651511343
0.13055555555555556,0.9777911475626025,0.92634361188567,0.14683730688834512,0.38381229790610033,-8.870001547652767e-05,0.0,arg_family,69,substitution_1pct,cspaced_count_l2,360,90,0.5225462962962963
0.13055555555555556,0.9976435929294769,0.9921600760265976,0.047821624084615696,0.1252180748454075,-1.0046398415958533e-05,0.0,arg_family,69,substitution_1pct,cspaced_property_l2,360,101,0.5646452145214521
0.1388888888888889,0.9779942605172878,0.9319904330861818,0.14769916915752526,0.36880767493478983,-9.981980607264173e-05,0.0,arg_family,69,substitution_1pct,hybrid_ckmer5_csp,360,541,0.20852844526596837
0.1388888888888889,0.9635182253025726,0.8873795247327655,0.18984077223919457,0.4745955566066262,-5.910536646606648e-05,0.0,arg_family,69,substitution_1pct,hybrid_ckmer7_csp,360,1428,0.08274490351696234
0.11388888888888889,0.9407878079157949,0.916363229041758,0.34155577843135493,0.4089908561689282,-0.0003708661964390326,0.0,arg_family,69,N_3pct,ckmer5_count_l2,360,161,0.32381815044858525
0.10833333333333334,0.8997875198387197,0.8724643430254024,0.4445603158024748,0.5050458533135345,-0.00024312239898946055,0.0,arg_family,69,N_3pct,ckmer7_count_l2,360,212,0.2603511530398323
0.1111111111111111,0.9635673073140438,0.9508099234878854,0.2679615722646093,0.3136561027687136,-0.0003667318181877497,0.0,arg_family,69,N_3pct,cspaced_count_l2,360,90,0.5035956790123457
0.10833333333333334,0.9944307142081558,0.9931086809246978,0.1051671937736598,0.1173994776778014,-4.170647981573806e-05,0.0,arg_family,69,N_3pct,cspaced_property_l2,360,101,0.5527090209020902
0.125,0.9676092610619753,0.9545426737468544,0.2528089452670286,0.3015205491225626,-0.00017587693881894863,0.0,arg_family,69,N_3pct,hybrid_ckmer5_csp,360,262,0.41205470737913485
