retrieval_top1,paired_cosine_mean,paired_cosine_p05,l2_delta_mean,l2_delta_p95,mean_pair_margin,margin_positive_rate,length,condition,representation,n_pairs,n_features,density,avg_nnz_per_read
0.9975,0.9955773893364281,0.9941095787038606,0.09346708325328366,0.10853950869020995,0.10442416686454324,0.9975,100,trim_5bp,ck4p_msp,400,222,0.589070945945946,130.77375
0.9975,0.9958715974960896,0.9941366816290291,0.09023077068312015,0.10828954394406583,0.09103239245577793,0.9975,100,trim_5bp,pseknc_k3_l3,400,67,0.7140671641791044,47.8425
1.0,0.9757217173495036,0.9654195139446636,0.21878930206958838,0.262984714332623,0.34828680604104306,1.0,100,trim_5bp,ncp_anf,400,400,0.61928125,247.7125
0.9975,0.9917254226820185,0.987297822487225,0.12707776220541173,0.15938471181004016,0.1809237873403702,0.9975,100,trim_5bp,pseeiip,400,64,0.7006640625,44.8425
1.0,0.9528857871728301,0.9124439430250004,0.29925106268861945,0.4184639254427119,0.2822979872237199,1.0,100,substitution_1pct_N_3pct,ck4,400,136,0.43803308823529413,59.5725
1.0,0.983333256378948,0.969909626952673,0.1785205975801373,0.24531763635283071,0.09570508962427571,1.0,100,substitution_1pct_N_3pct,ck4p_msp,400,222,0.605365990990991,134.39125
1.0,0.9874943954298581,0.9771441765610671,0.15425388010515942,0.2138026320337932,0.07948020677973945,1.0,100,substitution_1pct_N_3pct,pseknc_k3_l3,400,67,0.7100559701492537,47.57375
1.0,0.979202484189623,0.9657685844050191,0.20062098359140595,0.261654011501181,0.34605036460739597,1.0,100,substitution_1pct_N_3pct,ncp_anf,400,400,0.62295,249.18
1.0,0.9754149043120836,0.9511982809946543,0.21485511507094646,0.31241548815578485,0.1678541337106055,1.0,100,substitution_1pct_N_3pct,pseeiip,400,64,0.69646484375,44.57375
1.0,0.9862391837538458,0.9565175281114158,0.12486164098216629,0.29489818566130155,0.30446454753239766,1.0,100,short_indel,ck4,400,136,0.45506433823529413,61.88875
1.0,0.995389366999139,0.9854707531724645,0.07231364551573573,0.17046551798832862,0.10306726513209588,1.0,100,short_indel,ck4p_msp,400,222,0.5940653153153154,131.8825
1.0,0.9968674403464243,0.9902355499391164,0.05937421256465042,0.13974563310241594,0.08991640245329068,1.0,100,short_indel,pseknc_k3_l3,400,67,0.721660447761194,48.35125
0.8825,0.854895351251703,0.5496752539159334,0.400232990220415,0.9490255400491204,0.21703772208634325,0.8825,100,short_indel,ncp_anf,400,400,0.62795625,251.1825
1.0,0.9936964793790449,0.9792301313968815,0.08375363404093986,0.20381187010632026,0.17958255182179475,1.0,100,short_indel,pseeiip,400,64,0.70861328125,45.35125
