task,representation,length,condition,n,paired_cosine_mean,paired_cosine_median,paired_cosine_p05,l2_delta_mean,l2_delta_p95,group,classifier,n_classes,accuracy,macro_f1,auroc
close_relative_species,kmer5_count_l2,150,N_3pct,150,,,,,,Enterobacter,nearest_centroid,5.0,0.2222222222222222,0.2187719298245614,
close_relative_species,kmer5_count_l2,150,N_3pct,150,,,,,,Enterobacter,logistic_regression,5.0,0.2222222222222222,0.2208583573289456,
close_relative_target_binary,kmer5_count_l2,150,N_3pct,90,,,,,,Enterobacter,nearest_centroid,2.0,0.5925925925925926,0.49230769230769234,0.42592592592592593
close_relative_target_binary,kmer5_count_l2,150,N_3pct,90,,,,,,Enterobacter,logistic_regression,2.0,0.5555555555555556,0.35714285714285715,0.36419753086419754
close_relative_species,kmer5_count_l2,150,N_3pct,60,,,,,,Escherichia,nearest_centroid,2.0,0.5,0.4984520123839009,0.5679012345679013
close_relative_species,kmer5_count_l2,150,N_3pct,60,,,,,,Escherichia,logistic_regression,2.0,0.6111111111111112,0.609907120743034,0.5679012345679013
close_relative_target_binary,kmer5_count_l2,150,N_3pct,60,,,,,,Escherichia,nearest_centroid,2.0,0.5,0.4984520123839009,0.4567901234567901
close_relative_target_binary,kmer5_count_l2,150,N_3pct,60,,,,,,Escherichia,logistic_regression,2.0,0.4444444444444444,0.4444444444444444,0.4691358024691358
close_relative_species,kmer5_count_l2,150,N_3pct,90,,,,,,Klebsiella,nearest_centroid,3.0,0.2962962962962963,0.293859649122807,
close_relative_species,kmer5_count_l2,150,N_3pct,90,,,,,,Klebsiella,logistic_regression,3.0,0.4074074074074074,0.4039674349271873,
close_relative_target_binary,kmer5_count_l2,150,N_3pct,90,,,,,,Klebsiella,nearest_centroid,2.0,0.6296296296296297,0.46428571428571425,0.4814814814814815
close_relative_target_binary,kmer5_count_l2,150,N_3pct,90,,,,,,Klebsiella,logistic_regression,2.0,0.7407407407407407,0.6004228329809725,0.4012345679012345
rc_consistency,kmer5_count_l2,300,reverse_complement,1680,0.342020683884266,0.3272393048128347,0.2061704063068529,,,close_relative_wgs,,,,,
perturbation_stability,kmer5_count_l2,300,N_3pct,1680,0.949266390159417,,0.93713518213167,0.31722724906071953,0.3545837495918448,close_relative_wgs,,,,,
perturbation_stability,kmer5_count_l2,300,substitution_1pct,1680,0.9678736766964208,,0.9342789934779271,0.237164902546316,0.3625493223935428,close_relative_wgs,,,,,
close_relative_species,kmer5_count_l2,300,clean,120,,,,,,Acinetobacter,nearest_centroid,4.0,0.1388888888888889,0.13402777777777777,
close_relative_species,kmer5_count_l2,300,clean,120,,,,,,Acinetobacter,logistic_regression,4.0,0.2222222222222222,0.20271274619100704,
close_relative_species,kmer5_count_l2,300,clean,90,,,,,,Burkholderia,nearest_centroid,3.0,0.37037037037037035,0.3566137566137566,
close_relative_species,kmer5_count_l2,300,clean,90,,,,,,Burkholderia,logistic_regression,3.0,0.4074074074074074,0.40614608416466,
close_relative_target_binary,kmer5_count_l2,300,clean,90,,,,,,Burkholderia,nearest_centroid,2.0,0.4444444444444444,0.3076923076923077,0.41975308641975306
close_relative_target_binary,kmer5_count_l2,300,clean,90,,,,,,Burkholderia,logistic_regression,2.0,0.5925925925925926,0.4427767354596623,0.4814814814814815
close_relative_species,kmer5_count_l2,300,clean,120,,,,,,Candida,nearest_centroid,4.0,0.25,0.2116036137775268,
close_relative_species,kmer5_count_l2,300,clean,120,,,,,,Candida,logistic_regression,4.0,0.3333333333333333,0.33511904761904765,
close_relative_target_binary,kmer5_count_l2,300,clean,90,,,,,,Candida,nearest_centroid,2.0,0.6666666666666666,0.5440900562851783,0.6666666666666666
close_relative_target_binary,kmer5_count_l2,300,clean,90,,,,,,Candida,logistic_regression,2.0,0.5925925925925926,0.37209302325581395,0.6111111111111112
close_relative_species,kmer5_count_l2,300,clean,150,,,,,,Enterobacter,nearest_centroid,5.0,0.24444444444444444,0.23678743961352655,
close_relative_species,kmer5_count_l2,300,clean,150,,,,,,Enterobacter,logistic_regression,5.0,0.17777777777777778,0.17359206840630986,
close_relative_target_binary,kmer5_count_l2,300,clean,90,,,,,,Enterobacter,nearest_centroid,2.0,0.6296296296296297,0.555921052631579,0.5185185185185185
close_relative_target_binary,kmer5_count_l2,300,clean,90,,,,,,Enterobacter,logistic_regression,2.0,0.5925925925925926,0.49230769230769234,0.5123456790123457
close_relative_species,kmer5_count_l2,300,clean,60,,,,,,Escherichia,nearest_centroid,2.0,0.6111111111111112,0.609907120743034,0.4691358024691358
close_relative_species,kmer5_count_l2,300,clean,60,,,,,,Escherichia,logistic_regression,2.0,0.5,0.4984520123839009,0.4320987654320988
close_relative_target_binary,kmer5_count_l2,300,clean,60,,,,,,Escherichia,nearest_centroid,2.0,0.3888888888888889,0.37142857142857144,0.4320987654320988
close_relative_target_binary,kmer5_count_l2,300,clean,60,,,,,,Escherichia,logistic_regression,2.0,0.3333333333333333,0.3333333333333333,0.37037037037037035
close_relative_species,kmer5_count_l2,300,clean,90,,,,,,Klebsiella,nearest_centroid,3.0,0.3333333333333333,0.3378851540616246,
close_relative_species,kmer5_count_l2,300,clean,90,,,,,,Klebsiella,logistic_regression,3.0,0.4444444444444444,0.4390551542254329,
close_relative_target_binary,kmer5_count_l2,300,clean,90,,,,,,Klebsiella,nearest_centroid,2.0,0.7777777777777778,0.7335526315789473,0.7222222222222223
close_relative_target_binary,kmer5_count_l2,300,clean,90,,,,,,Klebsiella,logistic_regression,2.0,0.6666666666666666,0.4862579281183932,0.6604938271604939
close_relative_species,kmer5_count_l2,300,N_3pct,120,,,,,,Acinetobacter,nearest_centroid,4.0,0.25,0.2328733766233766,
close_relative_species,kmer5_count_l2,300,N_3pct,120,,,,,,Acinetobacter,logistic_regression,4.0,0.2777777777777778,0.27451665981077744,
close_relative_species,kmer5_count_l2,300,N_3pct,90,,,,,,Burkholderia,nearest_centroid,3.0,0.3333333333333333,0.32966402935443184,
close_relative_species,kmer5_count_l2,300,N_3pct,90,,,,,,Burkholderia,logistic_regression,3.0,0.37037037037037035,0.36216153127917833,
close_relative_target_binary,kmer5_count_l2,300,N_3pct,90,,,,,,Burkholderia,nearest_centroid,2.0,0.37037037037037035,0.2702702702702703,0.41358024691358025
close_relative_target_binary,kmer5_count_l2,300,N_3pct,90,,,,,,Burkholderia,logistic_regression,2.0,0.7037037037037037,0.5090909090909091,0.43827160493827155
close_relative_species,kmer5_count_l2,300,N_3pct,120,,,,,,Candida,nearest_centroid,4.0,0.25,0.21237458193979933,
close_relative_species,kmer5_count_l2,300,N_3pct,120,,,,,,Candida,logistic_regression,4.0,0.3055555555555556,0.2917184265010352,
close_relative_target_binary,kmer5_count_l2,300,N_3pct,90,,,,,,Candida,nearest_centroid,2.0,0.6296296296296297,0.46428571428571425,0.7283950617283951
close_relative_target_binary,kmer5_count_l2,300,N_3pct,90,,,,,,Candida,logistic_regression,2.0,0.6296296296296297,0.46428571428571425,0.7222222222222223
close_relative_species,kmer5_count_l2,300,N_3pct,150,,,,,,Enterobacter,nearest_centroid,5.0,0.17777777777777778,0.1619047619047619,
close_relative_species,kmer5_count_l2,300,N_3pct,150,,,,,,Enterobacter,logistic_regression,5.0,0.15555555555555556,0.15924369747899159,
close_relative_target_binary,kmer5_count_l2,300,N_3pct,90,,,,,,Enterobacter,nearest_centroid,2.0,0.5925925925925926,0.49230769230769234,0.46296296296296297
close_relative_target_binary,kmer5_count_l2,300,N_3pct,90,,,,,,Enterobacter,logistic_regression,2.0,0.5555555555555556,0.4214285714285714,0.46296296296296297
close_relative_species,kmer5_count_l2,300,N_3pct,60,,,,,,Escherichia,nearest_centroid,2.0,0.5555555555555556,0.5555555555555556,0.39506172839506176
close_relative_species,kmer5_count_l2,300,N_3pct,60,,,,,,Escherichia,logistic_regression,2.0,0.3888888888888889,0.38699690402476783,0.34567901234567905
close_relative_target_binary,kmer5_count_l2,300,N_3pct,60,,,,,,Escherichia,nearest_centroid,2.0,0.4444444444444444,0.4375,0.33333333333333337
close_relative_target_binary,kmer5_count_l2,300,N_3pct,60,,,,,,Escherichia,logistic_regression,2.0,0.3888888888888889,0.38699690402476783,0.34567901234567905
close_relative_species,kmer5_count_l2,300,N_3pct,90,,,,,,Klebsiella,nearest_centroid,3.0,0.25925925925925924,0.26166723999541336,
close_relative_species,kmer5_count_l2,300,N_3pct,90,,,,,,Klebsiella,logistic_regression,3.0,0.37037037037037035,0.362802430913886,
close_relative_target_binary,kmer5_count_l2,300,N_3pct,90,,,,,,Klebsiella,nearest_centroid,2.0,0.7777777777777778,0.7107142857142856,0.7345679012345678
close_relative_target_binary,kmer5_count_l2,300,N_3pct,90,,,,,,Klebsiella,logistic_regression,2.0,0.7407407407407407,0.6454033771106942,0.6481481481481481
rc_consistency,ckmer5_count_l2,75,reverse_complement,400,1.0,1.0,0.9999999999999993,,,,,,,,
perturbation_stability,ckmer5_count_l2,75,N_3pct,400,0.9518815099883611,,0.9284318349584091,0.3051250750760159,0.3783332717293918,,,,,,
perturbation_stability,ckmer5_count_l2,75,substitution_1pct,400,0.9650608242017714,,0.8804198574909183,0.1861081728328852,0.4890389816382282,,,,,,
motif_position,ckmer5_count_l2,75,clean,240,,,,,,toy_motif,nearest_centroid,3.0,0.3333333333333333,0.3344493772351707,
motif_position,ckmer5_count_l2,75,clean,240,,,,,,toy_motif,logistic_regression,3.0,0.2916666666666667,0.29213111135636244,
motif_position,ckmer5_count_l2,75,N_3pct,240,,,,,,toy_motif,nearest_centroid,3.0,0.2916666666666667,0.2852883843595918,
motif_position,ckmer5_count_l2,75,N_3pct,240,,,,,,toy_motif,logistic_regression,3.0,0.2916666666666667,0.292243323478019,
rc_consistency,ckmer5_count_l2,75,reverse_complement,1680,1.0,1.0,0.9999999999999993,,,close_relative_wgs,,,,,
perturbation_stability,ckmer5_count_l2,75,N_3pct,1680,0.9450952232258389,,0.9252788670653838,0.3286627384617835,0.38657763239643567,close_relative_wgs,,,,,
perturbation_stability,ckmer5_count_l2,75,substitution_1pct,1680,0.9611047312504339,,0.8750683673869075,0.1981924787185653,0.49986324652467196,close_relative_wgs,,,,,
close_relative_species,ckmer5_count_l2,75,clean,120,,,,,,Acinetobacter,nearest_centroid,4.0,0.25,0.24360902255639094,
close_relative_species,ckmer5_count_l2,75,clean,120,,,,,,Acinetobacter,logistic_regression,4.0,0.19444444444444445,0.18125,
close_relative_species,ckmer5_count_l2,75,clean,90,,,,,,Burkholderia,nearest_centroid,3.0,0.18518518518518517,0.17424242424242423,
close_relative_species,ckmer5_count_l2,75,clean,90,,,,,,Burkholderia,logistic_regression,3.0,0.37037037037037035,0.35132275132275126,
close_relative_target_binary,ckmer5_count_l2,75,clean,90,,,,,,Burkholderia,nearest_centroid,2.0,0.6666666666666666,0.6345864661654135,0.6049382716049383
close_relative_target_binary,ckmer5_count_l2,75,clean,90,,,,,,Burkholderia,logistic_regression,2.0,0.5925925925925926,0.4427767354596623,0.6604938271604939
close_relative_species,ckmer5_count_l2,75,clean,120,,,,,,Candida,nearest_centroid,4.0,0.2222222222222222,0.21120448179271706,
close_relative_species,ckmer5_count_l2,75,clean,120,,,,,,Candida,logistic_regression,4.0,0.3055555555555556,0.30932313076612444,
close_relative_target_binary,ckmer5_count_l2,75,clean,90,,,,,,Candida,nearest_centroid,2.0,0.4444444444444444,0.35612082670906203,0.37962962962962965
close_relative_target_binary,ckmer5_count_l2,75,clean,90,,,,,,Candida,logistic_regression,2.0,0.5925925925925926,0.4427767354596623,0.42592592592592593
close_relative_species,ckmer5_count_l2,75,clean,150,,,,,,Enterobacter,nearest_centroid,5.0,0.15555555555555556,0.15421052631578946,
close_relative_species,ckmer5_count_l2,75,clean,150,,,,,,Enterobacter,logistic_regression,5.0,0.2,0.18821195144724556,
close_relative_target_binary,ckmer5_count_l2,75,clean,90,,,,,,Enterobacter,nearest_centroid,2.0,0.4444444444444444,0.35612082670906203,0.35802469135802467
close_relative_target_binary,ckmer5_count_l2,75,clean,90,,,,,,Enterobacter,logistic_regression,2.0,0.48148148148148145,0.3782894736842105,0.42592592592592593
close_relative_species,ckmer5_count_l2,75,clean,60,,,,,,Escherichia,nearest_centroid,2.0,0.7222222222222222,0.7142857142857142,0.617283950617284
close_relative_species,ckmer5_count_l2,75,clean,60,,,,,,Escherichia,logistic_regression,2.0,0.4444444444444444,0.4375,0.5679012345679012
close_relative_target_binary,ckmer5_count_l2,75,clean,60,,,,,,Escherichia,nearest_centroid,2.0,0.6666666666666666,0.6625,0.6296296296296297
close_relative_target_binary,ckmer5_count_l2,75,clean,60,,,,,,Escherichia,logistic_regression,2.0,0.5,0.4984520123839009,0.41975308641975306
close_relative_species,ckmer5_count_l2,75,clean,90,,,,,,Klebsiella,nearest_centroid,3.0,0.37037037037037035,0.3546918767507003,
close_relative_species,ckmer5_count_l2,75,clean,90,,,,,,Klebsiella,logistic_regression,3.0,0.37037037037037035,0.3391791499208379,
close_relative_target_binary,ckmer5_count_l2,75,clean,90,,,,,,Klebsiella,nearest_centroid,2.0,0.7037037037037037,0.6447368421052632,0.5617283950617283
close_relative_target_binary,ckmer5_count_l2,75,clean,90,,,,,,Klebsiella,logistic_regression,2.0,0.6666666666666666,0.5440900562851783,0.5432098765432098
close_relative_species,ckmer5_count_l2,75,N_3pct,120,,,,,,Acinetobacter,nearest_centroid,4.0,0.2777777777777778,0.26835839598997496,
close_relative_species,ckmer5_count_l2,75,N_3pct,120,,,,,,Acinetobacter,logistic_regression,4.0,0.1111111111111111,0.10518483709273183,
close_relative_species,ckmer5_count_l2,75,N_3pct,90,,,,,,Burkholderia,nearest_centroid,3.0,0.25925925925925924,0.24035087719298245,
close_relative_species,ckmer5_count_l2,75,N_3pct,90,,,,,,Burkholderia,logistic_regression,3.0,0.5555555555555556,0.5518518518518519,
close_relative_target_binary,ckmer5_count_l2,75,N_3pct,90,,,,,,Burkholderia,nearest_centroid,2.0,0.7037037037037037,0.6823529411764706,0.6790123456790124
close_relative_target_binary,ckmer5_count_l2,75,N_3pct,90,,,,,,Burkholderia,logistic_regression,2.0,0.7037037037037037,0.6142857142857143,0.7345679012345678
close_relative_species,ckmer5_count_l2,75,N_3pct,120,,,,,,Candida,nearest_centroid,4.0,0.2777777777777778,0.2725563909774436,
close_relative_species,ckmer5_count_l2,75,N_3pct,120,,,,,,Candida,logistic_regression,4.0,0.2777777777777778,0.2809698041896185,
close_relative_target_binary,ckmer5_count_l2,75,N_3pct,90,,,,,,Candida,nearest_centroid,2.0,0.48148148148148145,0.3782894736842105,0.45679012345679015
close_relative_target_binary,ckmer5_count_l2,75,N_3pct,90,,,,,,Candida,logistic_regression,2.0,0.6666666666666666,0.5440900562851783,0.462962962962963
close_relative_species,ckmer5_count_l2,75,N_3pct,150,,,,,,Enterobacter,nearest_centroid,5.0,0.13333333333333333,0.134640522875817,
close_relative_species,ckmer5_count_l2,75,N_3pct,150,,,,,,Enterobacter,logistic_regression,5.0,0.24444444444444444,0.23543417366946776,
close_relative_target_binary,ckmer5_count_l2,75,N_3pct,90,,,,,,Enterobacter,nearest_centroid,2.0,0.48148148148148145,0.325,0.345679012345679
close_relative_target_binary,ckmer5_count_l2,75,N_3pct,90,,,,,,Enterobacter,logistic_regression,2.0,0.5185185185185185,0.34146341463414637,0.35185185185185186
close_relative_species,ckmer5_count_l2,75,N_3pct,60,,,,,,Escherichia,nearest_centroid,2.0,0.5555555555555556,0.55,0.5679012345679013
close_relative_species,ckmer5_count_l2,75,N_3pct,60,,,,,,Escherichia,logistic_regression,2.0,0.4444444444444444,0.4444444444444444,0.4691358024691358
close_relative_target_binary,ckmer5_count_l2,75,N_3pct,60,,,,,,Escherichia,nearest_centroid,2.0,0.7222222222222222,0.7213622291021672,0.6234567901234568
close_relative_target_binary,ckmer5_count_l2,75,N_3pct,60,,,,,,Escherichia,logistic_regression,2.0,0.5555555555555556,0.5324675324675324,0.6419753086419753
close_relative_species,ckmer5_count_l2,75,N_3pct,90,,,,,,Klebsiella,nearest_centroid,3.0,0.4444444444444444,0.44761904761904764,
close_relative_species,ckmer5_count_l2,75,N_3pct,90,,,,,,Klebsiella,logistic_regression,3.0,0.37037037037037035,0.36718020541549956,
close_relative_target_binary,ckmer5_count_l2,75,N_3pct,90,,,,,,Klebsiella,nearest_centroid,2.0,0.6666666666666666,0.6136724960254372,0.4938271604938272
close_relative_target_binary,ckmer5_count_l2,75,N_3pct,90,,,,,,Klebsiella,logistic_regression,2.0,0.5555555555555556,0.4214285714285714,0.47530864197530864
rc_consistency,ckmer5_count_l2,100,reverse_complement,400,1.0,1.0,0.9999999999999992,,,,,,,,
perturbation_stability,ckmer5_count_l2,100,N_3pct,400,0.950712027887025,,0.9272456190982719,0.3075887233547047,0.3814560953238515,,,,,,
perturbation_stability,ckmer5_count_l2,100,substitution_1pct,400,0.9661510140516754,,0.90653811899154,0.20290848694283323,0.4323465857553221,,,,,,
motif_position,ckmer5_count_l2,100,clean,240,,,,,,toy_motif,nearest_centroid,3.0,0.3611111111111111,0.3601361605388378,
motif_position,ckmer5_count_l2,100,clean,240,,,,,,toy_motif,logistic_regression,3.0,0.3472222222222222,0.344572611653357,
motif_position,ckmer5_count_l2,100,N_3pct,240,,,,,,toy_motif,nearest_centroid,3.0,0.375,0.37603864734299514,
motif_position,ckmer5_count_l2,100,N_3pct,240,,,,,,toy_motif,logistic_regression,3.0,0.4444444444444444,0.44332589650106113,
rc_consistency,ckmer5_count_l2,100,reverse_complement,1680,1.0000000000000002,1.0000000000000002,0.9999999999999991,,,close_relative_wgs,,,,,
perturbation_stability,ckmer5_count_l2,100,N_3pct,1680,0.9426568504628627,,0.9240175521312576,0.3364263781887423,0.3898267505537689,close_relative_wgs,,,,,
perturbation_stability,ckmer5_count_l2,100,substitution_1pct,1680,0.9615827995150071,,0.8870671502230115,0.2150460577531868,0.4752532789213648,close_relative_wgs,,,,,
close_relative_species,ckmer5_count_l2,100,clean,120,,,,,,Acinetobacter,nearest_centroid,4.0,0.2222222222222222,0.2222222222222222,
close_relative_species,ckmer5_count_l2,100,clean,120,,,,,,Acinetobacter,logistic_regression,4.0,0.19444444444444445,0.19122807017543858,
close_relative_species,ckmer5_count_l2,100,clean,90,,,,,,Burkholderia,nearest_centroid,3.0,0.2962962962962963,0.2878787878787879,
close_relative_species,ckmer5_count_l2,100,clean,90,,,,,,Burkholderia,logistic_regression,3.0,0.2962962962962963,0.2783838383838384,
close_relative_target_binary,ckmer5_count_l2,100,clean,90,,,,,,Burkholderia,nearest_centroid,2.0,0.6296296296296297,0.5833333333333333,0.49382716049382713
close_relative_target_binary,ckmer5_count_l2,100,clean,90,,,,,,Burkholderia,logistic_regression,2.0,0.5925925925925926,0.4427767354596623,0.48148148148148145
close_relative_species,ckmer5_count_l2,100,clean,120,,,,,,Candida,nearest_centroid,4.0,0.3333333333333333,0.3125,
close_relative_species,ckmer5_count_l2,100,clean,120,,,,,,Candida,logistic_regression,4.0,0.3611111111111111,0.3345811051693404,
close_relative_target_binary,ckmer5_count_l2,100,clean,90,,,,,,Candida,nearest_centroid,2.0,0.5555555555555556,0.5,0.25925925925925924
