task,length,condition,representation,classifier,macro_f1_mean,macro_f1_sd,accuracy_mean,n_cells
target_background,150,trim_5bp,ck4p_msp,logistic,0.5181351019585856,0.13632411369412883,0.6124567300604452,25
target_background,150,trim_5bp,ck4p_msp,nearest_centroid,0.5013923724874029,0.12557723205030288,0.5648780596768213,25
target_background,150,trim_5bp,ckmer5_count_l2,logistic,0.4614544638440229,0.12294468103338205,0.6305250202154227,25
target_background,150,trim_5bp,ckmer5_count_l2,nearest_centroid,0.4619469866967883,0.11717848251357102,0.573026943472764,25
within_genus_species,69,N_3pct,ck4,logistic,0.3225789988210009,0.165212836813646,0.3336748247979397,30
within_genus_species,69,N_3pct,ck4,nearest_centroid,0.2935348225666853,0.1514185113489444,0.3086078733509063,30
within_genus_species,69,N_3pct,ck4_p,logistic,0.32550532703164287,0.17339245008637252,0.33692555460237794,30
within_genus_species,69,N_3pct,ck4_p,nearest_centroid,0.29380379651212984,0.15157469527684217,0.30884733695243877,30
within_genus_species,69,N_3pct,ck4p_msp,logistic,0.29363382822696543,0.13132675677382552,0.30503242622598387,30
within_genus_species,69,N_3pct,ck4p_msp,nearest_centroid,0.28901121409454744,0.15234035236131013,0.3055580502232544,30
within_genus_species,69,N_3pct,ckmer5_count_l2,logistic,0.2868123105585696,0.14249800096246684,0.3108876095226302,30
within_genus_species,69,N_3pct,ckmer5_count_l2,nearest_centroid,0.2722718092737442,0.1296528505281158,0.28776291258708137,30
within_genus_species,69,clean,ck4,logistic,0.32609204849826623,0.15225258218327994,0.34537552859042847,30
within_genus_species,69,clean,ck4,nearest_centroid,0.30250252857928295,0.15842377923953946,0.3162601958082159,30
within_genus_species,69,clean,ck4_p,logistic,0.31055967579987187,0.13913943970836376,0.33101276678951075,30
within_genus_species,69,clean,ck4_p,nearest_centroid,0.30245563103238543,0.1584476422417763,0.3162601958082159,30
within_genus_species,69,clean,ck4p_msp,logistic,0.3248681982505512,0.14300164998903492,0.34107132596803197,30
within_genus_species,69,clean,ck4p_msp,nearest_centroid,0.3042295975629309,0.1655721723527538,0.3184441038541929,30
within_genus_species,69,clean,ckmer5_count_l2,logistic,0.2972745694085208,0.10816688403143544,0.3184038168824085,30
within_genus_species,69,clean,ckmer5_count_l2,nearest_centroid,0.29030101826373755,0.13106691520311348,0.3046211631261018,30
within_genus_species,69,substitution_1pct,ck4,logistic,0.33048146851333127,0.15300761218909567,0.3477602193407158,30
within_genus_species,69,substitution_1pct,ck4,nearest_centroid,0.3028990396571666,0.14781836724572503,0.3176856610316351,30
within_genus_species,69,substitution_1pct,ck4_p,logistic,0.3217357609710551,0.14857852760484133,0.34056407365241914,30
within_genus_species,69,substitution_1pct,ck4_p,nearest_centroid,0.30394378796584676,0.14841886224752912,0.319074549920524,30
within_genus_species,69,substitution_1pct,ck4p_msp,logistic,0.34470275403608736,0.16522529416882414,0.35793947092110506,30
within_genus_species,69,substitution_1pct,ck4p_msp,nearest_centroid,0.3044757968066792,0.1490083305439399,0.3193140135220566,30
within_genus_species,69,substitution_1pct,ckmer5_count_l2,logistic,0.29587811507664447,0.12210517846416225,0.31522822627604796,30
within_genus_species,69,substitution_1pct,ckmer5_count_l2,nearest_centroid,0.2966982000388863,0.13787563835833302,0.31338329424117417,30
within_genus_species,69,substitution_1pct_N_3pct,ck4,logistic,0.3499308006808007,0.14011234196604627,0.3653772571527664,30
within_genus_species,69,substitution_1pct_N_3pct,ck4,nearest_centroid,0.3139436768750494,0.15207230433151248,0.3329564087534367,30
within_genus_species,69,substitution_1pct_N_3pct,ck4_p,logistic,0.3481669232183938,0.1499391128703591,0.3606882695758478,30
within_genus_species,69,substitution_1pct_N_3pct,ck4_p,nearest_centroid,0.3167483906797632,0.15139193331767276,0.33491719306716217,30
within_genus_species,69,substitution_1pct_N_3pct,ck4p_msp,logistic,0.3351256112261014,0.1547463996752036,0.34906158180565094,30
within_genus_species,69,substitution_1pct_N_3pct,ck4p_msp,nearest_centroid,0.31839834820226975,0.15335206980605764,0.3368779773808877,30
within_genus_species,69,substitution_1pct_N_3pct,ckmer5_count_l2,logistic,0.3195306552036428,0.13890649029156255,0.3409348148266924,30
within_genus_species,69,substitution_1pct_N_3pct,ckmer5_count_l2,nearest_centroid,0.2955261707247001,0.14261397236126852,0.3144033364333876,30
within_genus_species,69,trim_5bp,ck4,logistic,0.3262941035906722,0.1706082983683622,0.34280858568042183,30
within_genus_species,69,trim_5bp,ck4,nearest_centroid,0.29213771885340517,0.15216555135025883,0.3088825054198985,30
within_genus_species,69,trim_5bp,ck4_p,logistic,0.3257652995152995,0.1781517001204786,0.34016091664506426,30
within_genus_species,69,trim_5bp,ck4_p,nearest_centroid,0.29328292087360713,0.15107371773357958,0.3100319307072548,30
within_genus_species,69,trim_5bp,ck4p_msp,logistic,0.3034472859203251,0.14084666754860467,0.3200750467754833,30
within_genus_species,69,trim_5bp,ck4p_msp,nearest_centroid,0.29339158163913065,0.15590181772391457,0.3107170271073613,30
within_genus_species,69,trim_5bp,ckmer5_count_l2,logistic,0.31623153341613097,0.14162167537109477,0.3390871717290493,30
within_genus_species,69,trim_5bp,ckmer5_count_l2,nearest_centroid,0.30339921052937047,0.12824724027487078,0.3225461493109654,30
within_genus_species,75,N_3pct,ck4,logistic,0.30802911531097804,0.17254223583171924,0.3204617212852507,30
within_genus_species,75,N_3pct,ck4,nearest_centroid,0.33653752290594396,0.1661383832409247,0.3471582440798127,30
within_genus_species,75,N_3pct,ck4_p,logistic,0.32252582919030287,0.1760812718532972,0.34133999370273876,30
within_genus_species,75,N_3pct,ck4_p,nearest_centroid,0.33312380699222804,0.15469212251020376,0.34412794104950967,30
within_genus_species,75,N_3pct,ck4p_msp,logistic,0.31768116855242756,0.1642852380884847,0.32976720701230505,30
within_genus_species,75,N_3pct,ck4p_msp,nearest_centroid,0.33839249176749175,0.16693369697910737,0.34901009593166454,30
within_genus_species,75,N_3pct,ckmer5_count_l2,logistic,0.3058271654529394,0.13210933185461776,0.32383679174855645,30
