representation,classifier,split,fold,task,length,condition,n_samples,n_groups,n_classes,n_features,accuracy,macro_f1,genus,label_col
ckmer5_count_l2,logistic,5fold_grouped_cv,3,target_background,69,clean,109,109,2,500,0.5909090909090909,0.37142857142857144,Candida,target_binary
ckmer5_count_l2,nearest_centroid,5fold_grouped_cv,4,target_background,69,clean,109,109,2,500,0.5909090909090909,0.37142857142857144,Candida,target_binary
ckmer5_count_l2,logistic,5fold_grouped_cv,4,target_background,69,clean,109,109,2,500,0.7272727272727273,0.42105263157894735,Candida,target_binary
ckmer5_count_l2,nearest_centroid,5fold_grouped_cv,5,target_background,69,clean,109,109,2,500,0.5909090909090909,0.4545454545454546,Candida,target_binary
ckmer5_count_l2,logistic,5fold_grouped_cv,5,target_background,69,clean,109,109,2,500,0.5454545454545454,0.35294117647058826,Candida,target_binary
ck4,nearest_centroid,5fold_grouped_cv,1,within_genus_species,69,clean,145,145,5,136,0.20689655172413793,0.20757020757020755,Enterobacter,label
ck4,logistic,5fold_grouped_cv,1,within_genus_species,69,clean,145,145,5,136,0.20689655172413793,0.17058823529411765,Enterobacter,label
ck4,nearest_centroid,5fold_grouped_cv,2,within_genus_species,69,clean,145,145,5,136,0.20689655172413793,0.21094239094239095,Enterobacter,label
ck4,logistic,5fold_grouped_cv,2,within_genus_species,69,clean,145,145,5,136,0.1724137931034483,0.14807692307692308,Enterobacter,label
ck4,nearest_centroid,5fold_grouped_cv,3,within_genus_species,69,clean,145,145,5,136,0.10344827586206896,0.07543859649122805,Enterobacter,label
ck4,logistic,5fold_grouped_cv,3,within_genus_species,69,clean,145,145,5,136,0.10344827586206896,0.07058823529411765,Enterobacter,label
ck4,nearest_centroid,5fold_grouped_cv,4,within_genus_species,69,clean,145,145,5,136,0.20689655172413793,0.1784965034965035,Enterobacter,label
ck4,logistic,5fold_grouped_cv,4,within_genus_species,69,clean,145,145,5,136,0.2413793103448276,0.21333333333333332,Enterobacter,label
ck4,nearest_centroid,5fold_grouped_cv,5,within_genus_species,69,clean,145,145,5,136,0.13793103448275862,0.13160173160173158,Enterobacter,label
ck4,logistic,5fold_grouped_cv,5,within_genus_species,69,clean,145,145,5,136,0.13793103448275862,0.12857142857142856,Enterobacter,label
ck4_p,nearest_centroid,5fold_grouped_cv,1,within_genus_species,69,clean,145,145,5,147,0.20689655172413793,0.20757020757020755,Enterobacter,label
ck4_p,logistic,5fold_grouped_cv,1,within_genus_species,69,clean,145,145,5,147,0.2413793103448276,0.21136363636363636,Enterobacter,label
ck4_p,nearest_centroid,5fold_grouped_cv,2,within_genus_species,69,clean,145,145,5,147,0.20689655172413793,0.21094239094239095,Enterobacter,label
ck4_p,logistic,5fold_grouped_cv,2,within_genus_species,69,clean,145,145,5,147,0.1724137931034483,0.14368131868131867,Enterobacter,label
ck4_p,nearest_centroid,5fold_grouped_cv,3,within_genus_species,69,clean,145,145,5,147,0.10344827586206896,0.07543859649122805,Enterobacter,label
ck4_p,logistic,5fold_grouped_cv,3,within_genus_species,69,clean,145,145,5,147,0.10344827586206896,0.07058823529411765,Enterobacter,label
ck4_p,nearest_centroid,5fold_grouped_cv,4,within_genus_species,69,clean,145,145,5,147,0.20689655172413793,0.1784965034965035,Enterobacter,label
ck4_p,logistic,5fold_grouped_cv,4,within_genus_species,69,clean,145,145,5,147,0.2413793103448276,0.21177489177489175,Enterobacter,label
ck4_p,nearest_centroid,5fold_grouped_cv,5,within_genus_species,69,clean,145,145,5,147,0.13793103448275862,0.13160173160173158,Enterobacter,label
ck4_p,logistic,5fold_grouped_cv,5,within_genus_species,69,clean,145,145,5,147,0.13793103448275862,0.13160173160173158,Enterobacter,label
ck4p_msp,nearest_centroid,5fold_grouped_cv,1,within_genus_species,69,clean,145,145,5,222,0.20689655172413793,0.20757020757020755,Enterobacter,label
ck4p_msp,logistic,5fold_grouped_cv,1,within_genus_species,69,clean,145,145,5,222,0.2413793103448276,0.20820512820512818,Enterobacter,label
ck4p_msp,nearest_centroid,5fold_grouped_cv,2,within_genus_species,69,clean,145,145,5,222,0.1724137931034483,0.17124542124542125,Enterobacter,label
ck4p_msp,logistic,5fold_grouped_cv,2,within_genus_species,69,clean,145,145,5,222,0.27586206896551724,0.3005555555555555,Enterobacter,label
ck4p_msp,nearest_centroid,5fold_grouped_cv,3,within_genus_species,69,clean,145,145,5,222,0.10344827586206896,0.07777777777777777,Enterobacter,label
ck4p_msp,logistic,5fold_grouped_cv,3,within_genus_species,69,clean,145,145,5,222,0.10344827586206896,0.09705882352941177,Enterobacter,label
ck4p_msp,nearest_centroid,5fold_grouped_cv,4,within_genus_species,69,clean,145,145,5,222,0.20689655172413793,0.1784965034965035,Enterobacter,label
ck4p_msp,logistic,5fold_grouped_cv,4,within_genus_species,69,clean,145,145,5,222,0.3103448275862069,0.3088689088689089,Enterobacter,label
ck4p_msp,nearest_centroid,5fold_grouped_cv,5,within_genus_species,69,clean,145,145,5,222,0.13793103448275862,0.13160173160173158,Enterobacter,label
ck4p_msp,logistic,5fold_grouped_cv,5,within_genus_species,69,clean,145,145,5,222,0.13793103448275862,0.1391025641025641,Enterobacter,label
ckmer5_count_l2,nearest_centroid,5fold_grouped_cv,1,within_genus_species,69,clean,145,145,5,509,0.13793103448275862,0.13106060606060604,Enterobacter,label
ckmer5_count_l2,logistic,5fold_grouped_cv,1,within_genus_species,69,clean,145,145,5,509,0.3448275862068966,0.29595238095238097,Enterobacter,label
ckmer5_count_l2,nearest_centroid,5fold_grouped_cv,2,within_genus_species,69,clean,145,145,5,509,0.3103448275862069,0.2690726817042607,Enterobacter,label
ckmer5_count_l2,logistic,5fold_grouped_cv,2,within_genus_species,69,clean,145,145,5,509,0.3103448275862069,0.3051082251082251,Enterobacter,label
ckmer5_count_l2,nearest_centroid,5fold_grouped_cv,3,within_genus_species,69,clean,145,145,5,509,0.2413793103448276,0.18714285714285714,Enterobacter,label
ckmer5_count_l2,logistic,5fold_grouped_cv,3,within_genus_species,69,clean,145,145,5,509,0.27586206896551724,0.18212560386473428,Enterobacter,label
ckmer5_count_l2,nearest_centroid,5fold_grouped_cv,4,within_genus_species,69,clean,145,145,5,509,0.2413793103448276,0.21196581196581196,Enterobacter,label
ckmer5_count_l2,logistic,5fold_grouped_cv,4,within_genus_species,69,clean,145,145,5,509,0.1724137931034483,0.12705882352941175,Enterobacter,label
ckmer5_count_l2,nearest_centroid,5fold_grouped_cv,5,within_genus_species,69,clean,145,145,5,509,0.10344827586206896,0.09523809523809523,Enterobacter,label
ckmer5_count_l2,logistic,5fold_grouped_cv,5,within_genus_species,69,clean,145,145,5,509,0.20689655172413793,0.19505494505494508,Enterobacter,label
ck4,nearest_centroid,5fold_grouped_cv,1,target_background,69,clean,111,111,2,136,0.5454545454545454,0.5089285714285714,Enterobacter,target_binary
ck4,logistic,5fold_grouped_cv,1,target_background,69,clean,111,111,2,136,0.5,0.39950372208436724,Enterobacter,target_binary
ck4,nearest_centroid,5fold_grouped_cv,2,target_background,69,clean,111,111,2,136,0.6086956521739131,0.4623376623376624,Enterobacter,target_binary
ck4,logistic,5fold_grouped_cv,2,target_background,69,clean,111,111,2,136,0.6086956521739131,0.4623376623376624,Enterobacter,target_binary
ck4,nearest_centroid,5fold_grouped_cv,3,target_background,69,clean,111,111,2,136,0.5454545454545454,0.4270833333333333,Enterobacter,target_binary
ck4,logistic,5fold_grouped_cv,3,target_background,69,clean,111,111,2,136,0.5,0.44367816091954027,Enterobacter,target_binary
ck4,nearest_centroid,5fold_grouped_cv,4,target_background,69,clean,111,111,2,136,0.5454545454545454,0.47619047619047616,Enterobacter,target_binary
ck4,logistic,5fold_grouped_cv,4,target_background,69,clean,111,111,2,136,0.5454545454545454,0.4270833333333333,Enterobacter,target_binary
ck4,nearest_centroid,5fold_grouped_cv,5,target_background,69,clean,111,111,2,136,0.5454545454545454,0.47619047619047616,Enterobacter,target_binary
ck4,logistic,5fold_grouped_cv,5,target_background,69,clean,111,111,2,136,0.4090909090909091,0.2903225806451613,Enterobacter,target_binary
ck4_p,nearest_centroid,5fold_grouped_cv,1,target_background,69,clean,111,111,2,147,0.5454545454545454,0.5089285714285714,Enterobacter,target_binary
ck4_p,logistic,5fold_grouped_cv,1,target_background,69,clean,111,111,2,147,0.5,0.39950372208436724,Enterobacter,target_binary
ck4_p,nearest_centroid,5fold_grouped_cv,2,target_background,69,clean,111,111,2,147,0.6086956521739131,0.4623376623376624,Enterobacter,target_binary
ck4_p,logistic,5fold_grouped_cv,2,target_background,69,clean,111,111,2,147,0.6086956521739131,0.4623376623376624,Enterobacter,target_binary
ck4_p,nearest_centroid,5fold_grouped_cv,3,target_background,69,clean,111,111,2,147,0.5454545454545454,0.4270833333333333,Enterobacter,target_binary
ck4_p,logistic,5fold_grouped_cv,3,target_background,69,clean,111,111,2,147,0.5454545454545454,0.47619047619047616,Enterobacter,target_binary
ck4_p,nearest_centroid,5fold_grouped_cv,4,target_background,69,clean,111,111,2,147,0.5454545454545454,0.47619047619047616,Enterobacter,target_binary
ck4_p,logistic,5fold_grouped_cv,4,target_background,69,clean,111,111,2,147,0.5,0.3333333333333333,Enterobacter,target_binary
ck4_p,nearest_centroid,5fold_grouped_cv,5,target_background,69,clean,111,111,2,147,0.5,0.39950372208436724,Enterobacter,target_binary
ck4_p,logistic,5fold_grouped_cv,5,target_background,69,clean,111,111,2,147,0.4090909090909091,0.2903225806451613,Enterobacter,target_binary
ck4p_msp,nearest_centroid,5fold_grouped_cv,1,target_background,69,clean,111,111,2,222,0.5454545454545454,0.5089285714285714,Enterobacter,target_binary
ck4p_msp,logistic,5fold_grouped_cv,1,target_background,69,clean,111,111,2,222,0.5909090909090909,0.5448275862068965,Enterobacter,target_binary
ck4p_msp,nearest_centroid,5fold_grouped_cv,2,target_background,69,clean,111,111,2,222,0.6086956521739131,0.4623376623376624,Enterobacter,target_binary
ck4p_msp,logistic,5fold_grouped_cv,2,target_background,69,clean,111,111,2,222,0.5652173913043478,0.3611111111111111,Enterobacter,target_binary
ck4p_msp,nearest_centroid,5fold_grouped_cv,3,target_background,69,clean,111,111,2,222,0.5,0.3333333333333333,Enterobacter,target_binary
ck4p_msp,logistic,5fold_grouped_cv,3,target_background,69,clean,111,111,2,222,0.5454545454545454,0.47619047619047616,Enterobacter,target_binary
ck4p_msp,nearest_centroid,5fold_grouped_cv,4,target_background,69,clean,111,111,2,222,0.5454545454545454,0.47619047619047616,Enterobacter,target_binary
ck4p_msp,logistic,5fold_grouped_cv,4,target_background,69,clean,111,111,2,222,0.45454545454545453,0.3125,Enterobacter,target_binary
ck4p_msp,nearest_centroid,5fold_grouped_cv,5,target_background,69,clean,111,111,2,222,0.5,0.39950372208436724,Enterobacter,target_binary
ck4p_msp,logistic,5fold_grouped_cv,5,target_background,69,clean,111,111,2,222,0.45454545454545453,0.3125,Enterobacter,target_binary
ckmer5_count_l2,nearest_centroid,5fold_grouped_cv,1,target_background,69,clean,111,111,2,507,0.7272727272727273,0.65625,Enterobacter,target_binary
ckmer5_count_l2,logistic,5fold_grouped_cv,1,target_background,69,clean,111,111,2,507,0.7272727272727273,0.65625,Enterobacter,target_binary
ckmer5_count_l2,nearest_centroid,5fold_grouped_cv,2,target_background,69,clean,111,111,2,507,0.782608695652174,0.5787545787545787,Enterobacter,target_binary
ckmer5_count_l2,logistic,5fold_grouped_cv,2,target_background,69,clean,111,111,2,507,0.782608695652174,0.5787545787545787,Enterobacter,target_binary
ckmer5_count_l2,nearest_centroid,5fold_grouped_cv,3,target_background,69,clean,111,111,2,507,0.6363636363636364,0.5416666666666666,Enterobacter,target_binary
ckmer5_count_l2,logistic,5fold_grouped_cv,3,target_background,69,clean,111,111,2,507,0.6818181818181818,0.5757575757575757,Enterobacter,target_binary
ckmer5_count_l2,nearest_centroid,5fold_grouped_cv,4,target_background,69,clean,111,111,2,507,0.6818181818181818,0.40540540540540543,Enterobacter,target_binary
ckmer5_count_l2,logistic,5fold_grouped_cv,4,target_background,69,clean,111,111,2,507,0.6818181818181818,0.5111111111111111,Enterobacter,target_binary
ckmer5_count_l2,nearest_centroid,5fold_grouped_cv,5,target_background,69,clean,111,111,2,507,0.7727272727272727,0.696969696969697,Enterobacter,target_binary
ckmer5_count_l2,logistic,5fold_grouped_cv,5,target_background,69,clean,111,111,2,507,0.6363636363636364,0.3888888888888889,Enterobacter,target_binary
ck4,nearest_centroid,5fold_grouped_cv,1,within_genus_species,69,clean,54,54,2,136,0.5454545454545454,0.5299145299145299,Escherichia,label
ck4,logistic,5fold_grouped_cv,1,within_genus_species,69,clean,54,54,2,136,0.6363636363636364,0.6333333333333333,Escherichia,label
ck4,nearest_centroid,5fold_grouped_cv,2,within_genus_species,69,clean,54,54,2,136,0.45454545454545453,0.45,Escherichia,label
ck4,logistic,5fold_grouped_cv,2,within_genus_species,69,clean,54,54,2,136,0.45454545454545453,0.45,Escherichia,label
ck4,nearest_centroid,5fold_grouped_cv,3,within_genus_species,69,clean,54,54,2,136,0.6363636363636364,0.6333333333333333,Escherichia,label
ck4,logistic,5fold_grouped_cv,3,within_genus_species,69,clean,54,54,2,136,0.7272727272727273,0.717948717948718,Escherichia,label
ck4,nearest_centroid,5fold_grouped_cv,4,within_genus_species,69,clean,54,54,2,136,0.5454545454545454,0.5454545454545454,Escherichia,label
ck4,logistic,5fold_grouped_cv,4,within_genus_species,69,clean,54,54,2,136,0.36363636363636365,0.3418803418803419,Escherichia,label
ck4,nearest_centroid,5fold_grouped_cv,5,within_genus_species,69,clean,54,54,2,136,0.6,0.6,Escherichia,label
ck4,logistic,5fold_grouped_cv,5,within_genus_species,69,clean,54,54,2,136,0.5,0.45054945054945056,Escherichia,label
ck4_p,nearest_centroid,5fold_grouped_cv,1,within_genus_species,69,clean,54,54,2,147,0.5454545454545454,0.5299145299145299,Escherichia,label
ck4_p,logistic,5fold_grouped_cv,1,within_genus_species,69,clean,54,54,2,147,0.6363636363636364,0.6333333333333333,Escherichia,label
ck4_p,nearest_centroid,5fold_grouped_cv,2,within_genus_species,69,clean,54,54,2,147,0.45454545454545453,0.45,Escherichia,label
ck4_p,logistic,5fold_grouped_cv,2,within_genus_species,69,clean,54,54,2,147,0.5454545454545454,0.5454545454545454,Escherichia,label
ck4_p,nearest_centroid,5fold_grouped_cv,3,within_genus_species,69,clean,54,54,2,147,0.6363636363636364,0.6333333333333333,Escherichia,label
ck4_p,logistic,5fold_grouped_cv,3,within_genus_species,69,clean,54,54,2,147,0.5454545454545454,0.5454545454545454,Escherichia,label
ck4_p,nearest_centroid,5fold_grouped_cv,4,within_genus_species,69,clean,54,54,2,147,0.5454545454545454,0.5454545454545454,Escherichia,label
ck4_p,logistic,5fold_grouped_cv,4,within_genus_species,69,clean,54,54,2,147,0.36363636363636365,0.3418803418803419,Escherichia,label
ck4_p,nearest_centroid,5fold_grouped_cv,5,within_genus_species,69,clean,54,54,2,147,0.6,0.6,Escherichia,label
ck4_p,logistic,5fold_grouped_cv,5,within_genus_species,69,clean,54,54,2,147,0.4,0.2857142857142857,Escherichia,label
ck4p_msp,nearest_centroid,5fold_grouped_cv,1,within_genus_species,69,clean,54,54,2,222,0.5454545454545454,0.5299145299145299,Escherichia,label
ck4p_msp,logistic,5fold_grouped_cv,1,within_genus_species,69,clean,54,54,2,222,0.7272727272727273,0.7272727272727273,Escherichia,label
ck4p_msp,nearest_centroid,5fold_grouped_cv,2,within_genus_species,69,clean,54,54,2,222,0.45454545454545453,0.45,Escherichia,label
ck4p_msp,logistic,5fold_grouped_cv,2,within_genus_species,69,clean,54,54,2,222,0.5454545454545454,0.5299145299145299,Escherichia,label
ck4p_msp,nearest_centroid,5fold_grouped_cv,3,within_genus_species,69,clean,54,54,2,222,0.6363636363636364,0.6333333333333333,Escherichia,label
ck4p_msp,logistic,5fold_grouped_cv,3,within_genus_species,69,clean,54,54,2,222,0.36363636363636365,0.3418803418803419,Escherichia,label
ck4p_msp,nearest_centroid,5fold_grouped_cv,4,within_genus_species,69,clean,54,54,2,222,0.5454545454545454,0.5454545454545454,Escherichia,label
ck4p_msp,logistic,5fold_grouped_cv,4,within_genus_species,69,clean,54,54,2,222,0.36363636363636365,0.3418803418803419,Escherichia,label
ck4p_msp,nearest_centroid,5fold_grouped_cv,5,within_genus_species,69,clean,54,54,2,222,0.7,0.696969696969697,Escherichia,label
ck4p_msp,logistic,5fold_grouped_cv,5,within_genus_species,69,clean,54,54,2,222,0.5,0.3333333333333333,Escherichia,label
ckmer5_count_l2,nearest_centroid,5fold_grouped_cv,1,within_genus_species,69,clean,54,54,2,494,0.45454545454545453,0.4107142857142857,Escherichia,label
ckmer5_count_l2,logistic,5fold_grouped_cv,1,within_genus_species,69,clean,54,54,2,494,0.5454545454545454,0.47619047619047616,Escherichia,label
ckmer5_count_l2,nearest_centroid,5fold_grouped_cv,2,within_genus_species,69,clean,54,54,2,494,0.45454545454545453,0.45,Escherichia,label
ckmer5_count_l2,logistic,5fold_grouped_cv,2,within_genus_species,69,clean,54,54,2,494,0.45454545454545453,0.45,Escherichia,label
ckmer5_count_l2,nearest_centroid,5fold_grouped_cv,3,within_genus_species,69,clean,54,54,2,494,0.45454545454545453,0.45,Escherichia,label
ckmer5_count_l2,logistic,5fold_grouped_cv,3,within_genus_species,69,clean,54,54,2,494,0.45454545454545453,0.45,Escherichia,label
ckmer5_count_l2,nearest_centroid,5fold_grouped_cv,4,within_genus_species,69,clean,54,54,2,494,0.45454545454545453,0.45,Escherichia,label
ckmer5_count_l2,logistic,5fold_grouped_cv,4,within_genus_species,69,clean,54,54,2,494,0.45454545454545453,0.45,Escherichia,label
ckmer5_count_l2,nearest_centroid,5fold_grouped_cv,5,within_genus_species,69,clean,54,54,2,494,0.5,0.4949494949494949,Escherichia,label
ckmer5_count_l2,logistic,5fold_grouped_cv,5,within_genus_species,69,clean,54,54,2,494,0.4,0.4,Escherichia,label
ck4,nearest_centroid,5fold_grouped_cv,1,target_background,69,clean,54,54,2,136,0.5454545454545454,0.5299145299145299,Escherichia,target_binary
ck4,logistic,5fold_grouped_cv,1,target_background,69,clean,54,54,2,136,0.6363636363636364,0.6333333333333333,Escherichia,target_binary
ck4,nearest_centroid,5fold_grouped_cv,2,target_background,69,clean,54,54,2,136,0.45454545454545453,0.45,Escherichia,target_binary
ck4,logistic,5fold_grouped_cv,2,target_background,69,clean,54,54,2,136,0.45454545454545453,0.45,Escherichia,target_binary
ck4,nearest_centroid,5fold_grouped_cv,3,target_background,69,clean,54,54,2,136,0.6363636363636364,0.6333333333333333,Escherichia,target_binary
ck4,logistic,5fold_grouped_cv,3,target_background,69,clean,54,54,2,136,0.7272727272727273,0.717948717948718,Escherichia,target_binary
ck4,nearest_centroid,5fold_grouped_cv,4,target_background,69,clean,54,54,2,136,0.5454545454545454,0.5454545454545454,Escherichia,target_binary
ck4,logistic,5fold_grouped_cv,4,target_background,69,clean,54,54,2,136,0.36363636363636365,0.3418803418803419,Escherichia,target_binary
ck4,nearest_centroid,5fold_grouped_cv,5,target_background,69,clean,54,54,2,136,0.6,0.6,Escherichia,target_binary
