length,condition,representation,representation_label,n_features,n_pairs,retrieval_top1,paired_cosine_mean,paired_cosine_p05,l2_delta_mean,l2_delta_p95,mean_pair_margin,margin_positive_rate
150,local_mismatch_6bp,ck4p_msp,CK4P-MSP,222,200,1.0,0.9922912325425918,0.9898344551228603,0.12331437400977481,0.1425867991629559,0.08374035529345333,1.0
150,short_indel,ck4p_msp,CK4P-MSP,222,200,1.0,0.9967019434753669,0.9908944673491297,0.06630828744446188,0.13494832844692403,0.08665878852590606,1.0
150,substitution_1pct,ck4p_msp_pkm_w025,CK4P-MSP-PKM,297,200,1.0,0.9944194807307406,0.9857276298568755,0.09104451149673876,0.16895178681353626,0.10239524571916397,1.0
150,N_3pct,ck4p_msp_pkm_w025,CK4P-MSP-PKM,297,200,1.0,0.991320568138342,0.9878767792597686,0.13084438071353394,0.15571260915598215,0.1021864493748907,1.0
150,trim_5bp,ck4p_msp_pkm_w025,CK4P-MSP-PKM,297,200,1.0,0.9963049531373167,0.9949597636245736,0.08535737638295889,0.10040150500354326,0.10385442283182059,1.0
150,substitution_1pct_N_3pct,ck4p_msp_pkm_w025,CK4P-MSP-PKM,297,200,1.0,0.9863981998326398,0.9777897337776938,0.1624132608149806,0.21076081174868777,0.0975388020643885,1.0
150,local_mismatch_6bp,ck4p_msp_pkm_w025,CK4P-MSP-PKM,297,200,1.0,0.9913555125172456,0.9883536231083464,0.13060995043759902,0.15261962041780705,0.09994630459822432,1.0
150,short_indel,ck4p_msp_pkm_w025,CK4P-MSP-PKM,297,200,1.0,0.9961927196709098,0.9896742237148977,0.07126570318183716,0.14370511679182588,0.10323418068239448,1.0
150,substitution_1pct,pseknc_k3_l3,"PseKNC (k=3, lambda=3)",67,200,1.0,0.996692177592322,0.9916411024414359,0.07006968240177659,0.12929722649225145,0.06908006530424395,1.0
150,N_3pct,pseknc_k3_l3,"PseKNC (k=3, lambda=3)",67,200,1.0,0.994914275096763,0.9924485330469922,0.09999858107979495,0.12289366810239155,0.06704322504593847,1.0
150,trim_5bp,pseknc_k3_l3,"PseKNC (k=3, lambda=3)",67,200,1.0,0.9980331337863759,0.9972784688035882,0.061962304480933365,0.0737771128099717,0.07129744955524496,1.0
150,substitution_1pct_N_3pct,pseknc_k3_l3,"PseKNC (k=3, lambda=3)",67,200,1.0,0.9918456091816048,0.9863768443761556,0.12559683882458464,0.16506448403702273,0.06380215277945332,1.0
150,local_mismatch_6bp,pseknc_k3_l3,"PseKNC (k=3, lambda=3)",67,200,1.0,0.9937377061140871,0.9910535975323773,0.11082927923933113,0.1337617131520533,0.0662336795378834,1.0
150,short_indel,pseknc_k3_l3,"PseKNC (k=3, lambda=3)",67,200,1.0,0.9979825355209273,0.9944730027660017,0.051493056658433345,0.10513789842496107,0.07019417537911159,1.0
150,substitution_1pct,pseeiip,PseEIIP,64,200,1.0,0.9929080277127372,0.9807618703047826,0.10237994925412214,0.19615359859727938,0.14442585948836342,1.0
150,N_3pct,pseeiip,PseEIIP,64,200,1.0,0.9902701745992991,0.9841456217289217,0.13775801260183665,0.17806929399322854,0.14683017739512733,1.0
150,trim_5bp,pseeiip,PseEIIP,64,200,1.0,0.9958608869303451,0.9937848691485782,0.08945647195222695,0.11149046641532234,0.14829812814158969,1.0
150,substitution_1pct_N_3pct,pseeiip,PseEIIP,64,200,1.0,0.9833132865258969,0.970798943125012,0.17854767115571732,0.24166515124565183,0.13964555006457754,1.0
150,local_mismatch_6bp,pseeiip,PseEIIP,64,200,1.0,0.9867080730634621,0.9796025871583515,0.1609176626086194,0.20197707046756647,0.13935584451438296,1.0
