representation,representation_label,n_features,fold,length,condition,macro_f1,accuracy,n_test_sources,baseline_macro_f1,retention_ratio
candidate_cpkm_augment,CPKM augmentation screen (297D),297,4,69,substitution_1pct,0.8998260869565218,0.9,240,0.8841836768235274,1.0176913581906313
candidate_cpkm_augment,CPKM augmentation screen (297D),297,4,75,N_3pct,0.8665832812174276,0.8666666666666667,240,0.8841836768235274,0.9800941862336454
candidate_cpkm_augment,CPKM augmentation screen (297D),297,4,75,clean,0.887341574088562,0.8875,240,0.8841836768235274,1.0035715398822782
candidate_cpkm_augment,CPKM augmentation screen (297D),297,4,75,substitution_1pct,0.8874511506730351,0.8875,240,0.8841836768235274,1.0036954695445706
candidate_cpkm_augment,CPKM augmentation screen (297D),297,4,100,N_3pct,0.8791141988710378,0.8791666666666667,240,0.8841836768235274,0.9942664877384958
candidate_cpkm_augment,CPKM augmentation screen (297D),297,4,100,clean,0.8915461624026697,0.8916666666666667,240,0.8841836768235274,1.008326873445111
candidate_cpkm_augment,CPKM augmentation screen (297D),297,4,100,substitution_1pct,0.887341574088562,0.8875,240,0.8841836768235274,1.0035715398822782
candidate_cpkm_augment,CPKM augmentation screen (297D),297,5,69,N_3pct,0.841391304347826,0.8416666666666667,240,0.8841836768235274,0.9516023948446606
candidate_cpkm_augment,CPKM augmentation screen (297D),297,5,69,clean,0.845508794516258,0.8458333333333333,240,0.8841836768235274,0.9562592215610554
candidate_cpkm_augment,CPKM augmentation screen (297D),297,5,69,substitution_1pct,0.8497391304347826,0.85,240,0.8841836768235274,0.9610436753226563
candidate_cpkm_augment,CPKM augmentation screen (297D),297,5,75,N_3pct,0.8623063683304647,0.8625,240,0.8841836768235274,0.9752570545390998
candidate_cpkm_augment,CPKM augmentation screen (297D),297,5,75,clean,0.8623063683304647,0.8625,240,0.8841836768235274,0.9752570545390998
candidate_cpkm_augment,CPKM augmentation screen (297D),297,5,75,substitution_1pct,0.8581757508342602,0.8583333333333333,240,0.8841836768235274,0.9705853809892737
candidate_cpkm_augment,CPKM augmentation screen (297D),297,5,100,N_3pct,0.8539612997444324,0.8541666666666666,240,0.8841836768235274,0.9658188927580406
candidate_cpkm_augment,CPKM augmentation screen (297D),297,5,100,clean,0.8622105464604464,0.8625,240,0.8841836768235274,0.9751486812762473
candidate_cpkm_augment,CPKM augmentation screen (297D),297,5,100,substitution_1pct,0.8581757508342602,0.8583333333333333,240,0.8841836768235274,0.9705853809892737
candidate_dual_augment,PKM-CPKM upper screen (372D),372,1,69,N_3pct,0.8791477835078398,0.8791666666666667,240,0.8698099917924985,1.010735438548019
candidate_dual_augment,PKM-CPKM upper screen (372D),372,1,69,clean,0.8833333333333333,0.8833333333333333,240,0.8698099917924985,1.0155474663069413
candidate_dual_augment,PKM-CPKM upper screen (372D),372,1,69,substitution_1pct,0.870831090817549,0.8708333333333333,240,0.8698099917924985,1.0011739334276284
candidate_dual_augment,PKM-CPKM upper screen (372D),372,1,75,N_3pct,0.8874980468410909,0.8875,240,0.8698099917924985,1.02033553904358
candidate_dual_augment,PKM-CPKM upper screen (372D),372,1,75,clean,0.8916591429960414,0.8916666666666667,240,0.8698099917924985,1.0251194529951493
candidate_dual_augment,PKM-CPKM upper screen (372D),372,1,75,substitution_1pct,0.8916666666666667,0.8916666666666667,240,0.8698099917924985,1.0251281027815353
candidate_dual_augment,PKM-CPKM upper screen (372D),372,1,100,N_3pct,0.8749218261413383,0.875,240,0.8698099917924985,1.005876955193749
candidate_dual_augment,PKM-CPKM upper screen (372D),372,1,100,clean,0.887341574088562,0.8875,240,0.8698099917924985,1.020155646016361
candidate_dual_augment,PKM-CPKM upper screen (372D),372,1,100,substitution_1pct,0.887341574088562,0.8875,240,0.8698099917924985,1.020155646016361
candidate_dual_augment,PKM-CPKM upper screen (372D),372,2,69,N_3pct,0.8560846560846561,0.8583333333333333,240,0.8698099917924985,0.9842203057709681
candidate_dual_augment,PKM-CPKM upper screen (372D),372,2,69,clean,0.8601670227228588,0.8625,240,0.8698099917924985,0.9889137062569636
candidate_dual_augment,PKM-CPKM upper screen (372D),372,2,69,substitution_1pct,0.8522973044258058,0.8541666666666666,240,0.8698099917924985,0.9798660770375807
candidate_dual_augment,PKM-CPKM upper screen (372D),372,2,75,N_3pct,0.8645502645502645,0.8666666666666667,240,0.8698099917924985,0.9939530158403966
candidate_dual_augment,PKM-CPKM upper screen (372D),372,2,75,clean,0.8642533936651584,0.8666666666666667,240,0.8698099917924985,0.9936117103967855
candidate_dual_augment,PKM-CPKM upper screen (372D),372,2,75,substitution_1pct,0.8598502946329033,0.8625,240,0.8698099917924985,0.9885495714540249
candidate_dual_augment,PKM-CPKM upper screen (372D),372,2,100,N_3pct,0.8601670227228588,0.8625,240,0.8698099917924985,0.9889137062569636
candidate_dual_augment,PKM-CPKM upper screen (372D),372,2,100,clean,0.8554319325349018,0.8583333333333333,240,0.8698099917924985,0.9834698849251358
candidate_dual_augment,PKM-CPKM upper screen (372D),372,2,100,substitution_1pct,0.8598502946329033,0.8625,240,0.8698099917924985,0.9885495714540249
candidate_dual_augment,PKM-CPKM upper screen (372D),372,3,69,N_3pct,0.8364751305927776,0.8375,240,0.8698099917924985,0.9616756975497319
candidate_dual_augment,PKM-CPKM upper screen (372D),372,3,69,clean,0.8409598214285714,0.8416666666666667,240,0.8698099917924985,0.9668316406615738
candidate_dual_augment,PKM-CPKM upper screen (372D),372,3,69,substitution_1pct,0.8450559229467292,0.8458333333333333,240,0.8698099917924985,0.9715408318145939
candidate_dual_augment,PKM-CPKM upper screen (372D),372,3,75,N_3pct,0.8403249527277821,0.8416666666666667,240,0.8698099917924985,0.9661017471138106
candidate_dual_augment,PKM-CPKM upper screen (372D),372,3,75,clean,0.8528149147553048,0.8541666666666666,240,0.8698099917924985,0.9804611614058717
candidate_dual_augment,PKM-CPKM upper screen (372D),372,3,75,substitution_1pct,0.8446438881016113,0.8458333333333333,240,0.8698099917924985,0.9710671250866811
candidate_dual_augment,PKM-CPKM upper screen (372D),372,3,100,N_3pct,0.8778411584028083,0.8791666666666667,240,0.8698099917924985,1.009233242531233
